ParkName,ParkCode,LocationID,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,tbl_SamplingPeriods_Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_Season,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,AdditionalComments,ChannelType,ChannelTypeDescr,tbl_TransectSpacingInterval_Season,ChannelTypeSampledLength_m,NumberOfTransects,TransectSpacingInterval_m
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Oct05,2016,10/5/2016 0:00:00,10/13/2016 0:00:00,,Side channel,The channel that contains the lesser amount of flow,2016,702,8,70.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Oct05,2016,10/5/2016 0:00:00,10/13/2016 0:00:00,,Main,The channel that contains the majority of flow,2016,702,11,70.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Oct05,2016,10/5/2016 0:00:00,10/13/2016 0:00:00,,Backwater_side,Backwater habitat off of the side channel,2016,,3,
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Oct05,2016,10/5/2016 0:00:00,10/13/2016 0:00:00,,Backwater_main,Backwater habitat off of the main channel,2016,25,3,12.50
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Oct09,2018,10/9/2018 0:00:00,10/16/2018 0:00:00,,side channel,The channel that contains the lesser amount of flow,2018,702,9,70.20
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Oct09,2018,10/9/2018 0:00:00,10/16/2018 0:00:00,,main,The channel that contains the majority of flow,2018,702,11,70.20
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Oct09,2018,10/9/2018 0:00:00,10/16/2018 0:00:00,,backwater_side,Backwater habitat off of the side channel,2018,38,3,19.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Oct09,2018,10/9/2018 0:00:00,10/16/2018 0:00:00,,backwater_main,Backwater habitat off of the main channel,2018,32,3,16.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep09,2022,9/9/2022 0:00:00,9/14/2022 0:00:00,Side channel is filling in with water willow - very shallow and narrow- sampled with backpack shocker,side channel,The channel that contains the lesser amount of flow,2022,702,5,70.20
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep09,2022,9/9/2022 0:00:00,9/14/2022 0:00:00,Side channel is filling in with water willow - very shallow and narrow- sampled with backpack shocker,backwater_main,Backwater habitat off of the main channel,2022,87,3,43.50
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep09,2022,9/9/2022 0:00:00,9/14/2022 0:00:00,Side channel is filling in with water willow - very shallow and narrow- sampled with backpack shocker,main,The channel that contains the majority of flow,2022,702,11,70.20
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT23,2006,10/23/2006 0:00:00,10/23/2006 0:00:00,,main,The channel that contains the majority of flow,2006,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct16,2007,10/16/2007 0:00:00,10/16/2007 0:00:00,,backwater_main,Backwater habitat off of the main channel,2007,52,3,25.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct16,2007,10/16/2007 0:00:00,10/16/2007 0:00:00,,main,The channel that contains the majority of flow,2007,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct15,2008,10/15/2008 0:00:00,10/29/2008 0:00:00,,main,The channel that contains the majority of flow,2008,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct15,2008,10/15/2008 0:00:00,10/29/2008 0:00:00,,backwater_main,Backwater habitat off of the main channel,2008,44,3,22.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct20,2009,10/20/2009 0:00:00,10/21/2009 0:00:00,Water up about 1 ft to 1.5 ft. Riffle at lower end of reach was a run.,main,The channel that contains the majority of flow,2009,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct20,2009,10/20/2009 0:00:00,10/21/2009 0:00:00,Water up about 1 ft to 1.5 ft. Riffle at lower end of reach was a run.,backwater_main,Backwater habitat off of the main channel,2009,51,3,25.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Oct10,2012,10/10/2012 0:00:00,10/16/2012 0:00:00,,main,The channel that contains the majority of flow,2012,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Oct10,2012,10/10/2012 0:00:00,10/16/2012 0:00:00,,backwater_main,Backwater habitat off of the main channel,2012,120,3,60.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Oct08,2014,10/8/2014 0:00:00,10/8/2014 0:00:00,,backwater_main,Backwater habitat off of the main channel,2014,36,3,18.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Oct08,2014,10/8/2014 0:00:00,10/8/2014 0:00:00,,main,The channel that contains the majority of flow,2014,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Oct06,2016,10/6/2016 0:00:00,10/11/2016 0:00:00,,Main,The channel that contains the majority of flow,2016,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Oct06,2016,10/6/2016 0:00:00,10/11/2016 0:00:00,,Backwater_main,Backwater habitat off of the main channel,2016,40,3,20.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Oct10,2018,10/10/2018 0:00:00,10/10/2018 0:00:00,,main,The channel that contains the majority of flow,2018,1000,10,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Oct10,2018,10/10/2018 0:00:00,10/10/2018 0:00:00,,backwater_main,Backwater habitat off of the main channel,2018,125,3,62.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM05,Mainstem,Stretch bndry at riffle - this was skipped. Next riffle is lower end of reach. Lower end at island with backwater on river left. Upper end flagged on river left on gravel bar.,Current River,,Shannon,71,CURRM05,1000,3630.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep12,2022,9/12/2022 0:00:00,9/12/2022 0:00:00,,main,The channel that contains the majority of flow,2022,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT24,2006,10/24/2006 0:00:00,10/24/2006 0:00:00,,backwater_main,Backwater habitat off of the main channel,2006,189,6,38.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT24,2006,10/24/2006 0:00:00,10/24/2006 0:00:00,,main,The channel that contains the majority of flow,2006,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct17,2007,10/17/2007 0:00:00,10/17/2007 0:00:00,,main,The channel that contains the majority of flow,2007,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct17,2007,10/17/2007 0:00:00,10/17/2007 0:00:00,,backwater_main,Backwater habitat off of the main channel,2007,67,6,13.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct29,2008,10/29/2008 0:00:00,10/30/2008 0:00:00,,backwater_main,Backwater habitat off of the main channel,2008,18,1,9.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct29,2008,10/29/2008 0:00:00,10/30/2008 0:00:00,,main,The channel that contains the majority of flow,2008,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct21,2009,10/21/2009 0:00:00,10/21/2009 0:00:00,Water levels up about a foot from previous years. Not much riffle habitat to sample.,main,The channel that contains the majority of flow,2009,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct21,2009,10/21/2009 0:00:00,10/21/2009 0:00:00,Water levels up about a foot from previous years. Not much riffle habitat to sample.,backwater_main,Backwater habitat off of the main channel,2009,124,3,62.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Oct11,2012,10/11/2012 0:00:00,10/17/2012 0:00:00,,main,The channel that contains the majority of flow,2012,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Oct11,2012,10/11/2012 0:00:00,10/17/2012 0:00:00,,backwater_main,Backwater habitat off of the main channel,2012,103,3,51.50
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Oct16,2014,10/16/2014 0:00:00,10/16/2014 0:00:00,,main,The channel that contains the majority of flow,2014,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Oct16,2014,10/16/2014 0:00:00,10/16/2014 0:00:00,,backwater_main,Backwater habitat off of the main channel,2014,223,6,45.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Oct12,2016,10/12/2016 0:00:00,10/12/2016 0:00:00,,Main,The channel that contains the majority of flow,2016,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Oct12,2016,10/12/2016 0:00:00,10/12/2016 0:00:00,,backwater_main,Backwater habitat off of the main channel,2016,90,6,18.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Oct11,2018,10/11/2018 0:00:00,10/11/2018 0:00:00,,backwater_main,Backwater habitat off of the main channel,2018,347,6,69.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM06,Mainstem,Stretch bndry at head of riffle/run. Reach lower end at the next upstream riffle - small island splits riffle - back water area on river left. Upper end staked (orange rebar) on river right.,Current River,,Carter,97,CURRM06,1000,4664.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Oct11,2018,10/11/2018 0:00:00,10/11/2018 0:00:00,,main,The channel that contains the majority of flow,2018,1000,11,100.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT01,Tributary,Shafer Spring - downstream boundary approximately 15m downstream of road crossing,Shafer Spring,Shafer Spring,Dent,819,CURRT01,150,22.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct05,2009,10/5/2009 0:00:00,10/5/2009 0:00:00,Log jam in reach - some fish excaped due to large amounts of woody debris.,main,The channel that contains the majority of flow,2009,150,11,15.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT02,Tributary,,Sutton Creek,Sutton,Shannon,850,CURRT02,150,11.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct09,2007,10/9/2007 0:00:00,10/9/2007 0:00:00,,main,The channel that contains the majority of flow,2007,150,11,15.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT03,Tributary,Thompson Creek - reach ends ~ 30m upstream of road crossing,Thompson Creek,Thompson,Shannon,576,CURRT03,150,7.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct16,2009,10/16/2009 0:00:00,10/16/2009 0:00:00,Reach Description: Thompson Creek-Reach ends ~ 30m upstream of road crossing.,main,The channel that contains the majority of flow,2009,150,11,15.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT04,Tributary,Prairie Hollow; Reach beigns at most downstream location with flow; reach ends ~70 m upstream of low water bridge.,Prairie Hollow,Prairie Hollow,Shannon,920,CURRT04,150,7.00,OZARRMFISH2010Oct05,2010,10/5/2010 0:00:00,10/6/2010 0:00:00,OZARRMFish2010Oct06,2010,10/6/2010 0:00:00,10/6/2010 0:00:00,Pairie Hollow -Much of reach was pooled or with small trickle between pools. Blair Cr - side channel runs about 45m on river right,main,The channel that contains the majority of flow,2010,150,11,15.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,Tributary,Blair Creek; lower boundry at bedrock riffle area.,Blair Creek,Blair,Shannon,917,CURRT06,150,112.00,OZARRMFISH2010Oct05,2010,10/5/2010 0:00:00,10/6/2010 0:00:00,OZARRMFish2010Oct06,2010,10/6/2010 0:00:00,10/6/2010 0:00:00,Pairie Hollow -Much of reach was pooled or with small trickle between pools. Blair Cr - side channel runs about 45m on river right,main,The channel that contains the majority of flow,2010,150,11,15.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,Tributary,Blair Creek; lower boundry at bedrock riffle area.,Blair Creek,Blair,Shannon,917,CURRT06,150,112.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Oct18,2012,10/18/2012 0:00:00,10/18/2012 0:00:00,,main,The channel that contains the majority of flow,2012,150,11,15.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT06,Tributary,Blair Creek; lower boundry at bedrock riffle area.,Blair Creek,Blair,Shannon,917,CURRT06,150,112.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Oct04,2016,10/4/2016 0:00:00,10/4/2016 0:00:00,,Main,The channel that contains the majority of flow,2016,150,11,15.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT07,Tributary,,Powdermill Creek,Powder Mill,Shannon,494,CURRT07,150,13.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct06,2008,10/6/2008 0:00:00,10/6/2008 0:00:00,,main,The channel that contains the majority of flow,2008,150,11,15.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,Tributary,End of reach located at downstream end of 2nd riffle up from stretch lower boundary - Rocky Creek,Rocky Creek,Rocky,Shannon,657,CURRT08,348,58.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT03,2006,10/3/2006 0:00:00,10/3/2006 0:00:00,,main,The channel that contains the majority of flow,2006,348,11,34.80
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,Tributary,End of reach located at downstream end of 2nd riffle up from stretch lower boundary - Rocky Creek,Rocky Creek,Rocky,Shannon,657,CURRT08,348,58.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Sep22,2014,9/22/2014 0:00:00,9/22/2014 0:00:00,,main,The channel that contains the majority of flow,2014,348,11,34.80
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,Tributary,End of reach located at downstream end of 2nd riffle up from stretch lower boundary - Rocky Creek,Rocky Creek,Rocky,Shannon,657,CURRT08,348,58.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,9/18/2018 0:00:00,,main,The channel that contains the majority of flow,2018,348,11,35.00
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT08,Tributary,End of reach located at downstream end of 2nd riffle up from stretch lower boundary - Rocky Creek,Rocky Creek,Rocky,Shannon,657,CURRT08,348,58.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep02,2022,9/2/2022 0:00:00,9/2/2022 0:00:00,Not a lot of fish in the open flat areas of the stream of Rocky Creek (CURRT08).,main,The channel that contains the majority of flow,2022,348,11,34.80
Ozark National Scenic Riverways,OZAR,OZARRMFISHCT09,Tributary,,Carr Creek,Carr,Shannon,695,CURRT09,150,47.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct15,2008,10/15/2008 0:00:00,10/29/2008 0:00:00,,main,The channel that contains the majority of flow,2008,150,11,15.00
