ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,EventComments,Pct_CloudCover,WindIntensity,PrecipitationType,PrecipitationIntensity,SH_Springs_Present,SH_StreamFlow_Description,WeatherComments,AdditionalComments
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,01,Mainstem,Stretch ends at a riffle above a trib. 1st riffle above confluence skipped. Reach lower end at middle of riffle/run - staked  on river right. Upper end at middle of pool along a bluff - staked on left,Jack's Fork,,Shannon,105,JACKM01,290,482.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT18,10/18/2006 0:00:00,10/26/2006 0:00:00,,100,Calm,Rain,Light,0,unknown,mist in air during sampling,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,01,Mainstem,Stretch ends at a riffle above a trib. 1st riffle above confluence skipped. Reach lower end at middle of riffle/run - staked  on river right. Upper end at middle of pool along a bluff - staked on left,Jack's Fork,,Shannon,105,JACKM01,290,482.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct04,10/4/2007 0:00:00,10/4/2007 0:00:00,,10,Light,None,N/A,0,unknown,a little warm for October. lots of snakes out,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,01,Mainstem,Stretch ends at a riffle above a trib. 1st riffle above confluence skipped. Reach lower end at middle of riffle/run - staked  on river right. Upper end at middle of pool along a bluff - staked on left,Jack's Fork,,Shannon,105,JACKM01,290,482.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct08,10/8/2008 0:00:00,10/8/2008 0:00:00,Lots of deposited gravel/sand in reach due to floods in Sept.  Portions of bluff pool filled in with gravel.,0,Calm,None,N/A,0,unknown,,Lots of deposited gravel/sand in reach due to floods in Sept.  Portions of bluff pool filled in with gravel.
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,01,Mainstem,Stretch ends at a riffle above a trib. 1st riffle above confluence skipped. Reach lower end at middle of riffle/run - staked  on river right. Upper end at middle of pool along a bluff - staked on left,Jack's Fork,,Shannon,105,JACKM01,290,482.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct14,10/14/2009 0:00:00,10/14/2009 0:00:00,Water up about 1/2 foot from previous years. Rained previous Friday (10/9/09) - Jacks Fork came up ~ 4 feet at Hwy 17 bridge,100,Calm,None,N/A,0,unknown,,Water up about 1/2 foot from previous years. Rained previous Friday (10/9/09) - Jacks Fork came up ~ 4 feet at Hwy 17 Bridge.
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,01,Mainstem,Stretch ends at a riffle above a trib. 1st riffle above confluence skipped. Reach lower end at middle of riffle/run - staked  on river right. Upper end at middle of pool along a bluff - staked on left,Jack's Fork,,Shannon,105,JACKM01,290,482.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Oct02,10/2/2012 0:00:00,10/2/2012 0:00:00,,0,Calm,None,N/A,0,unknown,,Rained previous week - backdown ~6inches water clear
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,01,Mainstem,Stretch ends at a riffle above a trib. 1st riffle above confluence skipped. Reach lower end at middle of riffle/run - staked  on river right. Upper end at middle of pool along a bluff - staked on left,Jack's Fork,,Shannon,105,JACKM01,290,482.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Oct02,10/2/2014 0:00:00,10/2/2014 0:00:00,,80,Calm,None,N/A,0,unknown,,Boat settings: 225v. 11 amps. Duty cycle: 30%. Rate: 40pps. Reach is actually 290m.
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,01,Mainstem,Stretch ends at a riffle above a trib. 1st riffle above confluence skipped. Reach lower end at middle of riffle/run - staked  on river right. Upper end at middle of pool along a bluff - staked on left,Jack's Fork,,Shannon,105,JACKM01,290,482.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Sep27,9/27/2016 0:00:00,9/27/2016 0:00:00,,0,Light,None,N/A,0,unknown,,Not many sculpins seen in riffle or suckers seen in pool
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,01,Mainstem,Stretch ends at a riffle above a trib. 1st riffle above confluence skipped. Reach lower end at middle of riffle/run - staked  on river right. Upper end at middle of pool along a bluff - staked on left,Jack's Fork,,Shannon,105,JACKM01,290,482.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep25,9/25/2018 0:00:00,9/25/2018 0:00:00,,40,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM01,01,Mainstem,Stretch ends at a riffle above a trib. 1st riffle above confluence skipped. Reach lower end at middle of riffle/run - staked  on river right. Upper end at middle of pool along a bluff - staked on left,Jack's Fork,,Shannon,105,JACKM01,290,482.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Aug31,8/31/2022 0:00:00,8/31/2022 0:00:00,Did not take Ending measurement readings for Core 5 at JACKM01.,0,Calm,None,N/A,0,unknown,Rained 0.5 inches two days prior.,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,02,Mainstem,Stretch bndry at access road (HWY M). Reach lower end at 2nd riffle above stretch bndry. Lower end staked/flagged on river right. Upper end downstream of riffle - flagged on river right.,Jack's Fork,,Shannon,114,JACKM02,286,597.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005OCT28,10/28/2005 0:00:00,10/28/2005 0:00:00,,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,02,Mainstem,Stretch bndry at access road (HWY M). Reach lower end at 2nd riffle above stretch bndry. Lower end staked/flagged on river right. Upper end downstream of riffle - flagged on river right.,Jack's Fork,,Shannon,114,JACKM02,286,597.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT19,10/19/2006 0:00:00,11/1/2006 0:00:00,,100,Light,Rain,Light,0,unknown,misting rain,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,02,Mainstem,Stretch bndry at access road (HWY M). Reach lower end at 2nd riffle above stretch bndry. Lower end staked/flagged on river right. Upper end downstream of riffle - flagged on river right.,Jack's Fork,,Shannon,114,JACKM02,286,597.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct02,10/2/2007 0:00:00,10/2/2007 0:00:00,,100,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,02,Mainstem,Stretch bndry at access road (HWY M). Reach lower end at 2nd riffle above stretch bndry. Lower end staked/flagged on river right. Upper end downstream of riffle - flagged on river right.,Jack's Fork,,Shannon,114,JACKM02,286,597.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct10,10/10/2008 0:00:00,10/10/2008 0:00:00,,5,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,02,Mainstem,Stretch bndry at access road (HWY M). Reach lower end at 2nd riffle above stretch bndry. Lower end staked/flagged on river right. Upper end downstream of riffle - flagged on river right.,Jack's Fork,,Shannon,114,JACKM02,286,597.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct14,10/14/2009 0:00:00,10/14/2009 0:00:00,Water up about 1/2 foot from previous years. Rained previous Friday (10/9/09) - Jacks Fork came up ~ 4 feet at Hwy 17 bridge,100,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,02,Mainstem,Stretch bndry at access road (HWY M). Reach lower end at 2nd riffle above stretch bndry. Lower end staked/flagged on river right. Upper end downstream of riffle - flagged on river right.,Jack's Fork,,Shannon,114,JACKM02,286,597.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Oct01,10/1/2012 0:00:00,10/1/2012 0:00:00,,0,Calm,None,N/A,0,unknown,Rained on Sept 26 and 27; water levels rose more 200cfs at USGS gage Mt. View,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,02,Mainstem,Stretch bndry at access road (HWY M). Reach lower end at 2nd riffle above stretch bndry. Lower end staked/flagged on river right. Upper end downstream of riffle - flagged on river right.,Jack's Fork,,Shannon,114,JACKM02,286,597.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Oct03,10/3/2014 0:00:00,10/3/2014 0:00:00,,10,Light,None,N/A,0,unknown,,Backwater on river left is now a side channel. 
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,02,Mainstem,Stretch bndry at access road (HWY M). Reach lower end at 2nd riffle above stretch bndry. Lower end staked/flagged on river right. Upper end downstream of riffle - flagged on river right.,Jack's Fork,,Shannon,114,JACKM02,286,597.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Sep27,9/27/2016 0:00:00,9/27/2016 0:00:00,,30,Light,None,N/A,0,unknown,,Side channel on river left now ~1/2 of flow at this site
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,02,Mainstem,Stretch bndry at access road (HWY M). Reach lower end at 2nd riffle above stretch bndry. Lower end staked/flagged on river right. Upper end downstream of riffle - flagged on river right.,Jack's Fork,,Shannon,114,JACKM02,286,597.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep28,9/28/2018 0:00:00,9/28/2018 0:00:00,,5,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM02,02,Mainstem,Stretch bndry at access road (HWY M). Reach lower end at 2nd riffle above stretch bndry. Lower end staked/flagged on river right. Upper end downstream of riffle - flagged on river right.,Jack's Fork,,Shannon,114,JACKM02,286,597.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep01,9/1/2022 0:00:00,9/1/2022 0:00:00,super fantastic day.,70,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,03,Mainstem,Stretch bndry at confluence w/ small side channel. Reach lower end at 2nd riffle above bndry. Upper end below next riffle. Upper and lower ends flagged on river right.,Jack's Fork,,Shannon,123,JACKM03,320,716.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005OCT27,10/27/2005 0:00:00,10/27/2005 0:00:00,,90,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,03,Mainstem,Stretch bndry at confluence w/ small side channel. Reach lower end at 2nd riffle above bndry. Upper end below next riffle. Upper and lower ends flagged on river right.,Jack's Fork,,Shannon,123,JACKM03,320,716.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT05,10/5/2006 0:00:00,10/5/2006 0:00:00,,100,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,03,Mainstem,Stretch bndry at confluence w/ small side channel. Reach lower end at 2nd riffle above bndry. Upper end below next riffle. Upper and lower ends flagged on river right.,Jack's Fork,,Shannon,123,JACKM03,320,716.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct03,10/3/2007 0:00:00,10/3/2007 0:00:00,,0,Calm,None,N/A,0,unknown,,original site is 385m. but generator broke - only sampled 342
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,03,Mainstem,Stretch bndry at confluence w/ small side channel. Reach lower end at 2nd riffle above bndry. Upper end below next riffle. Upper and lower ends flagged on river right.,Jack's Fork,,Shannon,123,JACKM03,320,716.00,OZARRMFISH2008Oct06,2008,10/6/2008 0:00:00,10/30/2008 0:00:00,OZARRMFish2008Oct07,10/7/2008 0:00:00,10/7/2008 0:00:00,Rained previous night-water clear.  Deposited gravel and sand along reach due to flooding in Sept.  Gravel/sand soft in places.,100,Calm,Rain,Light,0,unknown,,Rained previous night- water clear.  Deposited gravel and sand along reach due to flooding in Sept.  Gavel/sand soft in places.
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,03,Mainstem,Stretch bndry at confluence w/ small side channel. Reach lower end at 2nd riffle above bndry. Upper end below next riffle. Upper and lower ends flagged on river right.,Jack's Fork,,Shannon,123,JACKM03,320,716.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct19,10/19/2009 0:00:00,10/20/2009 0:00:00,Current was sift - difficult to catch sculpins and darters from boat.,100,Light,Rain,Moderate,0,unknown,Rained off and on during sampling,Water up about ~ 1 ft - deeper areas at upper end of reach could not be sampled
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,03,Mainstem,Stretch bndry at confluence w/ small side channel. Reach lower end at 2nd riffle above bndry. Upper end below next riffle. Upper and lower ends flagged on river right.,Jack's Fork,,Shannon,123,JACKM03,320,716.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Oct03,10/3/2012 0:00:00,10/3/2012 0:00:00,,90,Calm,None,N/A,0,unknown,,water levels good. water clear. rained previous week
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,03,Mainstem,Stretch bndry at confluence w/ small side channel. Reach lower end at 2nd riffle above bndry. Upper end below next riffle. Upper and lower ends flagged on river right.,Jack's Fork,,Shannon,123,JACKM03,320,716.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Oct01,10/1/2014 0:00:00,10/1/2014 0:00:00,,0,Calm,None,N/A,0,unknown,,Actual reach length is 320 (not 385)
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,03,Mainstem,Stretch bndry at confluence w/ small side channel. Reach lower end at 2nd riffle above bndry. Upper end below next riffle. Upper and lower ends flagged on river right.,Jack's Fork,,Shannon,123,JACKM03,320,716.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Sep22,9/22/2016 0:00:00,9/22/2016 0:00:00,,10,Calm,None,N/A,0,unknown,,Water up about 3-4 inches from previous week
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,03,Mainstem,Stretch bndry at confluence w/ small side channel. Reach lower end at 2nd riffle above bndry. Upper end below next riffle. Upper and lower ends flagged on river right.,Jack's Fork,,Shannon,123,JACKM03,320,716.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep20,9/20/2018 0:00:00,9/20/2018 0:00:00,,0,Calm,None,N/A,0,unknown,,Site wider than previous years; left band washed out
Ozark National Scenic Riverways,OZAR,OZARRMFISHJM03,03,Mainstem,Stretch bndry at confluence w/ small side channel. Reach lower end at 2nd riffle above bndry. Upper end below next riffle. Upper and lower ends flagged on river right.,Jack's Fork,,Shannon,123,JACKM03,320,716.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep07,9/7/2022 0:00:00,9/7/2022 0:00:00,Only took 10 habitat transects at JACKM03. Transect 10 was at the new upper boundary flag.,40,Light,None,N/A,0,unknown,,Only took 10 habitat transects. Transect 10 was at the new upper boundary flag.
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT01,01,Tributary,Flat Rock Creek ; Lower boundary of reach located at 2nd riffle upstream of confluence with Jacks Fork,Flat Rock Hollow,Flat Rock Hollow,Shannon,907,JACKT01,150,13.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT06,10/6/2006 0:00:00,10/6/2006 0:00:00,,0,Light,None,N/A,0,unknown,,Boundary of reach located at second riffle upstream of confluence with Jacks Fork.
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT02,02,Tributary,,Water Branch,Water Branch,Shannon,542,JACKT02,150,29.00,OZARRMFISH2007Oct01,2007,10/1/2007 0:00:00,10/19/2007 0:00:00,OZARRMFish2007Oct01,10/1/2007 0:00:00,10/2/2007 0:00:00,,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,03,Tributary,Shawnee Creek - reach starts upstream of horse crossing,Shawnee Creek,Shawnee,Shannon,699,JACKT03,150,52.00,OZARRMFISH2009Oct05,2009,10/5/2009 0:00:00,10/22/2009 0:00:00,OZARRMFish2009Oct13,10/13/2009 0:00:00,10/13/2009 0:00:00,Shawnee Creek - Reach starts upstream of horse crossing.,100,Light,Rain,Light,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,03,Tributary,Shawnee Creek - reach starts upstream of horse crossing,Shawnee Creek,Shawnee,Shannon,699,JACKT03,150,52.00,OZARRMFISH2012Sep24,2012,9/24/2012 0:00:00,10/18/2012 0:00:00,OZARRMFish2012Oct02,10/2/2012 0:00:00,10/2/2012 0:00:00,,10,Calm,None,N/A,0,unknown,,high conductivity made electrofishing difficult;  backpack kept shutting down; horses stirred up sediment during sample
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,03,Tributary,Shawnee Creek - reach starts upstream of horse crossing,Shawnee Creek,Shawnee,Shannon,699,JACKT03,150,52.00,OZARRMFISH2014Sep22,2014,9/22/2014 0:00:00,10/16/2014 0:00:00,OZARRMFish2014Oct02,10/2/2014 0:00:00,10/2/2014 0:00:00,,90,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,03,Tributary,Shawnee Creek - reach starts upstream of horse crossing,Shawnee Creek,Shawnee,Shannon,699,JACKT03,150,52.00,OZARRMFish2016Sep19,2016,9/19/2016 0:00:00,10/13/2016 0:00:00,OZARRMFish2016Sep21,9/21/2016 0:00:00,9/21/2016 0:00:00,,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,03,Tributary,Shawnee Creek - reach starts upstream of horse crossing,Shawnee Creek,Shawnee,Shannon,699,JACKT03,150,52.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Oct02,10/2/2018 0:00:00,10/2/2018 0:00:00,,30,Light,None,N/A,0,unknown,,
Ozark National Scenic Riverways,OZAR,OZARRMFISHJT03,03,Tributary,Shawnee Creek - reach starts upstream of horse crossing,Shawnee Creek,Shawnee,Shannon,699,JACKT03,150,52.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep13,9/13/2022 0:00:00,9/13/2022 0:00:00,,10,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,,Alley Spring,,Shannon,,OZARSPRALL,190,,OZRSSPRNGS2007Jul23,2007,7/23/2007 0:00:00,8/1/2007 0:00:00,OZRSSPRNGS2007Jul25,7/25/2007 0:00:00,7/25/2007 0:00:00,,0,Calm,None,N/A,0,unknown,,sampling difficult due to deep fast water and veg
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,,Alley Spring,,Shannon,,OZARSPRALL,190,,OZRSSPRNGS2010Jul26,2010,7/26/2010 0:00:00,7/29/2010 0:00:00,OZRSSPRNGS2010Jul26,7/26/2010 0:00:00,7/27/2010 0:00:00,,70,Calm,None,N/A,0,unknown,Rained for approximately 1 hour yesterday afternoon around 5 pm.,Fast flows and deep pools difficult to sample; vegetation made it difficult to see stunned fish; water clear - visability good.
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,,Alley Spring,,Shannon,,OZARSPRALL,190,,OZRSSPRNGS2013Jul29,2013,7/29/2013 0:00:00,9/16/2013 0:00:00,OZRSSPRNGS2013Jul29,7/29/2013 0:00:00,9/6/2013 0:00:00,,50,Calm,None,N/A,0,unknown,,Water had slight cloudiness during fish sample; some deep and fast areas difficult to fish sample; not many fish in center of channel - mostly margins; some fish escaped due to dislodged plug
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,,Alley Spring,,Shannon,,OZARSPRALL,190,,OZRSSPRNGS2016Jul25,2016,7/25/2016 0:00:00,7/28/2016 0:00:00,OZRSSPRNGS2016Jul25,7/25/2016 0:00:00,7/26/2016 0:00:00,,40,Calm,None,N/A,0,unknown,Rained day before,Cord on barge broke at Transect 5. Only sampled 114 m of reach
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,,Alley Spring,,Shannon,,OZARSPRALL,190,,OZRSSprngs2019Jul29,2019,7/29/2019 0:00:00,9/5/2019 0:00:00,OZRSSprngs2019Jul29,7/29/2019 0:00:00,7/30/2019 0:00:00,,0,Calm,None,N/A,0,unknown,Rained previous day,Water levels normal
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE01,01,Spring,,Alley Spring,,Shannon,,OZARSPRALL,190,,OZRSSprngs2022Jul27,2022,7/27/2022 0:00:00,8/3/2022 0:00:00,OZRSSprngs2022Jul27,7/27/2022 0:00:00,7/27/2022 0:00:00,Water levels about average,40,Calm,None,N/A,0,unknown,No rain in several weeks.,Water levels about average.
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,02,Spring,,Big Spring,,Carter,,OZARSPRBIG,460,,OZRSSPRNGS2009Jul27,2009,7/27/2009 0:00:00,8/7/2009 0:00:00,OZRSSPRNGS2009Jul27,7/27/2009 0:00:00,7/28/2009 0:00:00,,40,Light,None,N/A,0,unknown,,Water lower than past years; difficult to shock and collect fish due to amount of vegetation. Didn't see a lot of fish getting away from boat
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,02,Spring,,Big Spring,,Carter,,OZARSPRBIG,460,,OZRSSPRNGS2012Jul23,2012,7/23/2012 0:00:00,7/27/2012 0:00:00,OZRSSPRNGS2012Jul26,7/26/2012 0:00:00,8/8/2012 0:00:00,,85,Calm,None,N/A,0,unknown,,Spring run lowest levels on 6years
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,02,Spring,,Big Spring,,Carter,,OZARSPRBIG,460,,OZRSSPRNGS2015Jul27,2015,7/27/2015 0:00:00,8/6/2015 0:00:00,OZRSSPRNGS2015Jul28,7/28/2015 0:00:00,7/29/2015 0:00:00,,30,Calm,None,N/A,0,unknown,,mist rising from water during electrofishing
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,02,Spring,,Big Spring,,Carter,,OZARSPRBIG,460,,OZRSSPRNGS2018Jul23,2018,7/23/2018 0:00:00,7/26/2018 0:00:00,OZRSSPRNGS2018Jul23,7/23/2018 0:00:00,7/23/2018 0:00:00,,50,Light,None,N/A,0,unknown,,Backpack shocker kept overloading in backwater. Dialed settings to 200 volts. frequency to 40 pps. and duty cycle to 30% and ran fine. Boat motor died 3 times while electrofishing.
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE02,02,Spring,,Big Spring,,Carter,,OZARSPRBIG,460,,OZRSSprngs2021Aug03,2021,8/3/2021 0:00:00,8/6/2021 0:00:00,OZRSSprngs2021Aug05,8/5/2021 0:00:00,8/6/2021 0:00:00,,5,Calm,None,N/A,0,unknown,,Water slightly cloudy. water levels normal. Transects off from typical location due to faulty range finder and incorrect GPS location of lower boundary.
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,03,Spring,,Blue Spring,,Shannon,,OZARSPRBLU,160,,OZRSSPRNGS2008Jul21,2008,7/21/2008 0:00:00,7/25/2008 0:00:00,OZRSSPRNGS2008Jul22,7/22/2008 0:00:00,7/23/2008 0:00:00,,75,Calm,None,N/A,0,unknown,,Velocity was extremely fast in mid-channel making it difficult to stun/collect fish.  Stayed mostly to margins.
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,03,Spring,,Blue Spring,,Shannon,,OZARSPRBLU,160,,OZRSSPRNGS2011Jul25,2011,7/25/2011 0:00:00,7/29/2011 0:00:00,OZRSSPRNGS2011Jul25,7/25/2011 0:00:00,7/26/2011 0:00:00,,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,03,Spring,,Blue Spring,,Shannon,,OZARSPRBLU,160,,OZRSSPRNGS2014Jul28,2014,7/28/2014 0:00:00,7/31/2014 0:00:00,OZRSSPRNGS2014Jul28,7/28/2014 0:00:00,7/29/2014 0:00:00,,0,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,03,Spring,,Blue Spring,,Shannon,,OZARSPRBLU,160,,OZRSSPRNGS2017Jul24,2017,7/24/2017 0:00:00,7/27/2017 0:00:00,OZRSSPRNGS2017Jul25,7/25/2017 0:00:00,7/25/2017 0:00:00,,30,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE03,03,Spring,,Blue Spring,,Shannon,,OZARSPRBLU,160,,OZRSSprngs2023Aug01,2023,8/1/2023 0:00:00,8/2/2023 0:00:00,OZRSSprngs2023Aug02,8/2/2023 0:00:00,8/2/2023 0:00:00,,30,Calm,None,N/A,0,unknown,,
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,04,Spring,,Pulltite Spring,,Shannon,,OZARSPRPUL,150,,OZRSSPRNGS2009Jul27,2009,7/27/2009 0:00:00,8/7/2009 0:00:00,OZRSSPRNGS2009Jul28,7/28/2009 0:00:00,7/29/2009 0:00:00,,100,Calm,None,N/A,0,unknown,,Water on river left (main channel) was swift and difficult to net. However. didn't see lots of fish in swift current. Used 2 backpack shockers simultaneously (1 on side channel & 1 on main channel)
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,04,Spring,,Pulltite Spring,,Shannon,,OZARSPRPUL,150,,OZRSSPRNGS2012Jul23,2012,7/23/2012 0:00:00,7/27/2012 0:00:00,OZRSSPRNGS2012Jul25,7/25/2012 0:00:00,7/25/2012 0:00:00,,10,Calm,None,N/A,0,unknown,,water levels low
Ozark National Scenic Riverways - SPRINGS,OZRS,OZRSSPRNGSSITE04,04,Spring,,Pulltite Spring,,Shannon,,OZARSPRPUL,150,,OZRSSPRNGS2015Jul27,2015,7/27/2015 0:00:00,8/6/2015 0:00:00,OZRSSPRNGS2015Aug06,8/6/2015 0:00:00,8/6/2015 0:00:00,,20,Calm,None,N/A,0,unknown,,water levels up ~ 0.5ft from normal; difficult to sample fast riffle/run on river left near bottom of reach; could not sample middle section of that riffle/run
