ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,EventComments,ChannelType,DischargeNo,DistanceFromBank_m,Depth_cm,Velocity_ms,Comments,Units
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,7,12.00,30,1.04,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,8,14.00,36,1.09,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,9,16.00,54,1.02,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,10,18.00,66,0.83,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,11,20.00,85,0.94,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,12,22.00,92,0.84,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,13,24.00,76,1.00,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,14,26.00,70,0.88,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,15,28.00,84,0.96,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,16,30.00,67,0.86,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,17,32.00,36,0.50,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,18,34.00,10,0.01,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2018Sep18,2018,9/18/2018 0:00:00,10/16/2018 0:00:00,OZARRMFISH2018Sep27,9/27/2018 0:00:00,9/27/2018 0:00:00,,main,19,35.00,0,0.00,last one 1 m,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,1,0.00,0,0.00,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,2,3.00,64,0.29,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,3,6.00,85,0.35,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,4,9.00,100,0.60,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,5,12.00,102,0.56,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,6,15.00,108,0.57,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,7,18.00,108,0.55,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,8,21.00,100,0.60,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,9,24.00,87,0.64,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,10,27.00,75,0.51,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,11,30.00,64,0.51,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,12,33.00,68,0.53,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,13,36.00,48,0.52,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,14,39.00,41,0.37,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,15,42.00,36,0.41,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,16,45.00,12,0.27,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,17,48.00,6,0.24,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,18,51.00,26,0.24,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,19,54.00,18,0.45,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM03,03,Mainstem,Reach located at 2nd riffle above lower stretch bndry. Lower end at head of island ( backwater on river left not included). Upper end located below riffle with bluff on river right. Reach flagged.,Current River,,Shannon,42,CURRM03,660,1985.00,OZARRMFISH2022Aug29,2022,8/29/2022 0:00:00,9/22/2022 0:00:00,OZARRMFISH2022Sep06,9/6/2022 0:00:00,9/6/2022 0:00:00,,main,20,54.90,4,0.27,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,1,0.00,0,0.00,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,2,2.00,42,0.47,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,3,4.00,56,0.73,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,4,6.00,44,0.80,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,5,8.00,42,0.87,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,6,10.00,50,0.80,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,7,12.00,58,0.67,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,8,14.00,66,1.03,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,9,16.00,70,1.15,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,10,18.00,68,0.94,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,11,20.00,70,1.16,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,12,22.00,64,1.11,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,13,24.00,52,1.10,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,14,26.00,48,0.77,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,15,28.00,32,0.84,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,16,30.00,20,0.27,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2005OCT20,2005,10/20/2005 0:00:00,12/6/2005 0:00:00,OZARRMFISH2005NOV08,11/8/2005 0:00:00,11/8/2005 0:00:00,,main,17,32.00,4,0.00,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT25,10/25/2006 0:00:00,11/3/2006 0:00:00,,main,1,0.00,0,0.00,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT25,10/25/2006 0:00:00,11/3/2006 0:00:00,,main,2,2.00,50,0.85,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT25,10/25/2006 0:00:00,11/3/2006 0:00:00,,main,3,4.00,62,1.10,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT25,10/25/2006 0:00:00,11/3/2006 0:00:00,,main,4,6.00,66,1.13,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT25,10/25/2006 0:00:00,11/3/2006 0:00:00,,main,5,8.00,64,1.01,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT25,10/25/2006 0:00:00,11/3/2006 0:00:00,,main,6,10.00,58,1.00,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT25,10/25/2006 0:00:00,11/3/2006 0:00:00,,main,7,12.00,62,1.12,,metric
Ozark National Scenic Riverways,OZAR,OZARRMFISHCM04,04,Mainstem,Reach lower end at 2nd riffle above lower stretch bndry - large island splits channel. Lower end staked (yellow) on river left. Upper end located approx 200m above island -staked on river right.,Current River,,Shannon,67,CURRM04,702,3490.00,OZARRMFISH2006OCT02,2006,10/2/2006 0:00:00,11/3/2006 0:00:00,OZARRMFISH2006OCT25,10/25/2006 0:00:00,11/3/2006 0:00:00,,main,8,14.00,66,1.02,,metric
