Plot,EventDate,ContactName
PIPE38,May 23 2022,KJW
PIPE38,May 23 2022,SAL
PIPE38,May 26 2017,CCY
PIPE38,May 26 2017,EAS
PIPE38,May 26 2017,JHJ
PIPE39,May 14 2009,CCY
PIPE39,May 14 2009,MSW
PIPE39,May 24 2022,MFS
PIPE39,May 24 2022,REP
PIPE39,May 26 2017,DGB
PIPE39,May 26 2017,KLM
PIPE39,May 26 2017,SAL
PIPE4,May 15 2009,CCY
PIPE4,May 15 2009,DGP
PIPE4,May 15 2009,MSW
PIPE4,May 23 2022,CCY
PIPE4,May 23 2022,KLC
PIPE4,May 26 2017,CCY
PIPE4,May 26 2017,EAS
PIPE4,May 26 2017,JHJ
PIPE40,May 14 2009,CCY
PIPE40,May 14 2009,MSW
PIPE40,May 15 2013,DGP
PIPE40,May 15 2013,KEM
PIPE40,May 24 2022,KJW
PIPE40,May 24 2022,SAL
PIPE40,May 26 2017,DGB
PIPE40,May 26 2017,KLM
PIPE40,May 26 2017,SAL
PIPE41,May 15 2009,CCY
PIPE41,May 15 2009,MSW
PIPE41,May 23 2022,CCY
PIPE41,May 23 2022,KLC
PIPE41,May 26 2017,DGB
PIPE41,May 26 2017,KLM
PIPE41,May 26 2017,SAL
PIPE42,May 14 2009,DGP
PIPE42,May 14 2009,MSW
PIPE42,May 23 2022,MFS
PIPE42,May 23 2022,REP
PIPE42,May 26 2017,CCY
PIPE42,May 26 2017,EAS
PIPE42,May 26 2017,JHJ
PIPE43,May 14 2009,CCY
PIPE43,May 14 2009,MSW
PIPE43,May 23 2022,KJW
PIPE43,May 23 2022,SAL
PIPE43,May 26 2017,CCY
PIPE43,May 26 2017,EAS
PIPE43,May 26 2017,JHJ
PIPE44,May 14 2009,CCY
PIPE44,May 14 2009,MSW
PIPE44,May 24 2022,MFS
PIPE44,May 24 2022,REP
PIPE44,May 26 2017,DGB
PIPE44,May 26 2017,KLM
PIPE44,May 26 2017,SAL
PIPE45,May 15 2009,CCY
PIPE45,May 15 2009,MSW
PIPE45,May 23 2022,CCY
PIPE45,May 23 2022,KLC
PIPE45,May 26 2017,DGB
PIPE45,May 26 2017,KLM
PIPE45,May 26 2017,SAL
PIPE46,May 15 2009,CCY
PIPE46,May 15 2009,MSW
PIPE46,May 23 2022,CCY
PIPE46,May 23 2022,KLC
PIPE46,May 26 2017,DGB
PIPE46,May 26 2017,KLM
PIPE46,May 26 2017,SAL
PIPE47,May 14 2009,CCY
PIPE47,May 14 2009,MSW
PIPE47,May 15 2013,DGP
PIPE47,May 15 2013,KEM
PIPE47,May 23 2022,MFS
PIPE47,May 23 2022,REP
PIPE47,May 26 2017,CCY
PIPE47,May 26 2017,EAS
PIPE47,May 26 2017,JHJ
PIPE48,May 14 2009,CCY
PIPE48,May 14 2009,MSW
PIPE48,May 23 2022,MFS
PIPE48,May 23 2022,REP
PIPE48,May 26 2017,CCY
PIPE48,May 26 2017,EAS
PIPE48,May 26 2017,JHJ
PIPE49,May 14 2009,CCY
PIPE49,May 14 2009,MSW
PIPE49,May 23 2022,MFS
PIPE49,May 23 2022,REP
PIPE49,May 26 2017,DGB
PIPE49,May 26 2017,KLM
PIPE49,May 26 2017,SAL
PIPE5,May 15 2009,CCY
PIPE5,May 15 2009,MSW
PIPE5,May 15 2013,DGP
PIPE5,May 15 2013,KEM
PIPE5,May 23 2022,CCY
PIPE5,May 23 2022,KLC
PIPE5,May 26 2017,CCY
PIPE5,May 26 2017,EAS
PIPE5,May 26 2017,JHJ
PIPE50,May 15 2009,CCY
PIPE50,May 15 2009,MSW
PIPE50,May 15 2013,DGP
PIPE50,May 15 2013,KEM
PIPE50,May 23 2022,CCY
PIPE50,May 23 2022,KLC
PIPE50,May 26 2017,DGB
PIPE50,May 26 2017,KLM
PIPE50,May 26 2017,SAL
PIPE51,May 14 2009,CCY
PIPE51,May 14 2009,MSW
PIPE51,May 23 2022,MFS
PIPE51,May 23 2022,REP
PIPE51,May 26 2017,CCY
PIPE51,May 26 2017,EAS
PIPE51,May 26 2017,JHJ
PIPE52,May 14 2009,CCY
PIPE52,May 14 2009,MSW
PIPE52,May 23 2022,MFS
PIPE52,May 23 2022,REP
PIPE52,May 26 2017,CCY
PIPE52,May 26 2017,EAS
PIPE52,May 26 2017,JHJ
PIPE53,May 14 2009,CCY
PIPE53,May 14 2009,MSW
PIPE53,May 23 2022,MFS
PIPE53,May 23 2022,REP
PIPE53,May 26 2017,DGB
PIPE53,May 26 2017,KLM
PIPE53,May 26 2017,SAL
PIPE54,May 15 2009,CCY
PIPE54,May 15 2009,MSW
PIPE54,May 23 2022,CCY
PIPE54,May 23 2022,KLC
PIPE54,May 26 2017,DGB
PIPE54,May 26 2017,KLM
PIPE54,May 26 2017,SAL
PIPE55,May 14 2009,CCY
PIPE55,May 14 2009,MSW
PIPE55,May 23 2022,MFS
PIPE55,May 23 2022,REP
PIPE55,May 26 2017,CCY
PIPE55,May 26 2017,EAS
PIPE55,May 26 2017,JHJ
PIPE56,May 14 2009,CCY
PIPE56,May 14 2009,MSW
PIPE56,May 15 2013,DGP
PIPE56,May 15 2013,KEM
PIPE56,May 23 2022,MFS
PIPE56,May 23 2022,REP
PIPE56,May 26 2017,CCY
PIPE56,May 26 2017,EAS
PIPE56,May 26 2017,JHJ
PIPE57,May 14 2009,CCY
PIPE57,May 14 2009,MSW
PIPE57,May 23 2022,MFS
PIPE57,May 23 2022,REP
PIPE57,May 26 2017,DGB
PIPE57,May 26 2017,KLM
PIPE57,May 26 2017,SAL
PIPE58,May 14 2009,CCY
PIPE58,May 14 2009,MSW
PIPE58,May 15 2013,DGP
PIPE58,May 15 2013,KEM
PIPE58,May 23 2022,MFS
PIPE58,May 23 2022,REP
PIPE58,May 26 2017,DGB
PIPE58,May 26 2017,KLM
PIPE58,May 26 2017,SAL
PIPE59,May 15 2009,CCY
PIPE59,May 15 2009,MSW
PIPE59,May 23 2022,CCY
PIPE59,May 23 2022,KLC
PIPE59,May 26 2017,DGB
PIPE59,May 26 2017,KLM
PIPE59,May 26 2017,SAL
PIPE6,May 15 2009,CCY
PIPE6,May 15 2009,MSW
PIPE6,May 23 2022,CCY
PIPE6,May 23 2022,KLC
PIPE6,May 26 2017,DGB
PIPE6,May 26 2017,KLM
PIPE6,May 26 2017,SAL
PIPE60,May 14 2009,CCY
PIPE60,May 14 2009,MSW
PIPE60,May 23 2022,MFS
PIPE60,May 23 2022,REP
PIPE60,May 26 2017,CCY
PIPE60,May 26 2017,EAS
PIPE60,May 26 2017,JHJ
PIPE61,May 14 2009,CCY
PIPE61,May 14 2009,MSW
PIPE61,May 23 2022,MFS
PIPE61,May 23 2022,REP
PIPE61,May 26 2017,CCY
PIPE61,May 26 2017,EAS
PIPE61,May 26 2017,JHJ
PIPE62,May 14 2009,CCY
PIPE62,May 14 2009,MSW
PIPE62,May 23 2022,MFS
PIPE62,May 23 2022,REP
PIPE62,May 26 2017,DGB
PIPE62,May 26 2017,KLM
PIPE62,May 26 2017,SAL
PIPE63,May 15 2009,CCY
PIPE63,May 15 2009,MSW
PIPE63,May 23 2022,CCY
PIPE63,May 23 2022,KLC
PIPE63,May 26 2017,DGB
PIPE63,May 26 2017,KLM
PIPE63,May 26 2017,SAL
PIPE64,May 14 2009,CCY
PIPE64,May 14 2009,MSW
PIPE64,May 15 2013,DGP
PIPE64,May 15 2013,KEM
PIPE64,May 23 2022,MFS
PIPE64,May 23 2022,REP
PIPE64,May 26 2017,CCY
PIPE64,May 26 2017,EAS
PIPE64,May 26 2017,JHJ
PIPE65,May 14 2009,CCY
PIPE65,May 14 2009,MSW
PIPE65,May 23 2022,MFS
PIPE65,May 23 2022,REP
PIPE65,May 26 2017,CCY
PIPE65,May 26 2017,EAS
PIPE65,May 26 2017,JHJ
PIPE66,May 15 2009,CCY
PIPE66,May 15 2009,MSW
PIPE66,May 15 2013,DGP
PIPE66,May 15 2013,KEM
PIPE66,May 23 2022,CCY
PIPE66,May 23 2022,KLC
PIPE66,May 26 2017,DGB
PIPE66,May 26 2017,KLM
PIPE66,May 26 2017,SAL
PIPE67,May 14 2009,CCY
PIPE67,May 14 2009,MSW
PIPE67,May 23 2022,MFS
PIPE67,May 23 2022,REP
PIPE67,May 26 2017,CCY
PIPE67,May 26 2017,EAS
PIPE67,May 26 2017,JHJ
PIPE68,May 14 2009,CCY
PIPE68,May 14 2009,MSW
PIPE68,May 23 2022,MFS
PIPE68,May 23 2022,REP
PIPE68,May 26 2017,CCY
PIPE68,May 26 2017,EAS
PIPE68,May 26 2017,JHJ
PIPE7,May 15 2009,CCY
PIPE7,May 15 2009,DGP
PIPE7,May 15 2009,MSW
PIPE7,May 23 2022,KJW
PIPE7,May 23 2022,SAL
PIPE7,May 26 2017,CCY
PIPE7,May 26 2017,EAS
PIPE7,May 26 2017,JHJ
PIPE8,May 15 2009,CCY
PIPE8,May 15 2009,MSW
PIPE8,May 23 2022,CCY
PIPE8,May 23 2022,KLC
PIPE8,May 26 2017,CCY
PIPE8,May 26 2017,EAS
PIPE8,May 26 2017,JHJ
PIPE9,May 15 2009,CCY
PIPE9,May 15 2009,MSW
PIPE9,May 23 2022,CCY
PIPE9,May 23 2022,KLC
PIPE9,May 26 2017,DGB
PIPE9,May 26 2017,KLM
PIPE9,May 26 2017,SAL
TAPR1,Jun  4 2008,JTC
TAPR1,Jun  4 2008,MSW
TAPR1,May 20 2014,KEM
TAPR1,May 20 2014,RDG
TAPR1,May 22 2010,MFS
TAPR1,May 24 2001,BDW
TAPR1,May 24 2001,DGP
TAPR1,May 24 2001,JSR
TAPR1,May 24 2001,LPT
TAPR1,May 25 2018,BST
TAPR1,May 25 2018,MFS
TAPR1,May 30 2002,KSW
TAPR1,May 30 2002,WOW
TAPR10,Jun  3 2002,JTC
TAPR10,Jun  3 2002,KSW
TAPR10,Jun  4 2008,JTC
TAPR10,Jun  4 2008,MSW
TAPR10,Jun  5 2001,BDW
TAPR10,Jun  5 2001,DGP
TAPR10,Jun  5 2001,JSR
TAPR10,Jun  5 2001,WOW
TAPR10,May 19 2005,BAH
TAPR10,May 19 2005,HJE
TAPR10,May 19 2005,JTC
TAPR10,May 19 2014,DGP
TAPR10,May 20 2006,BAH
TAPR10,May 20 2006,HJE
TAPR10,May 20 2006,KJH
TAPR10,May 21 2007,CMD
TAPR10,May 21 2007,HJE
TAPR10,May 21 2010,CSG
TAPR10,May 21 2010,MFS
TAPR10,May 25 2004,JTC
TAPR10,May 25 2004,KSH
TAPR10,May 25 2004,PLB
TAPR10,May 26 2018,BST
TAPR10,May 26 2018,MER
TAPR100,Jun  2 2002,DGP
TAPR100,Jun  2 2002,JTC
TAPR100,Jun  2 2002,KEM
TAPR100,Jun  2 2002,WOW
TAPR100,Jun  6 2008,JTC
TAPR100,Jun  6 2008,MSW
TAPR100,May 12 2004,DGP
TAPR100,May 12 2004,JTC
TAPR100,May 12 2004,KSH
TAPR100,May 12 2010,CSG
TAPR100,May 12 2010,MFS
TAPR100,May 14 2014,KEM
TAPR100,May 14 2014,RDG
TAPR100,May 17 2007,CMD
TAPR100,May 17 2007,HJE
TAPR100,May 19 2006,BAH
TAPR100,May 19 2006,HJE
TAPR100,May 21 2005,BAH
TAPR100,May 21 2005,HJE
TAPR100,May 21 2005,JTC
TAPR100,May 23 2001,BDW
TAPR100,May 23 2001,DGP
TAPR100,May 23 2001,JSR
TAPR100,May 23 2001,LPT
TAPR100,May 23 2018,CCY
TAPR100,May 23 2018,HLW
TAPR101,May 11 2010,CSG
TAPR101,May 11 2010,MFS
TAPR101,May 14 2014,KEM
TAPR101,May 14 2014,RDG
TAPR101,May 17 2007,CMD
TAPR101,May 17 2007,DGP
TAPR101,May 17 2007,HJE
TAPR101,May 23 2001,BDW
TAPR101,May 23 2001,DGP
TAPR101,May 23 2001,JSR
TAPR101,May 23 2001,LPT
TAPR101,May 23 2018,BST
TAPR101,May 23 2018,MFS
TAPR101,May 29 2002,DGP
TAPR101,May 29 2002,JTC
TAPR101,May 29 2002,KEM
TAPR102,Jun  7 2001,BDW
TAPR102,Jun  7 2001,DGP
TAPR102,Jun  7 2001,JSR
TAPR102,Jun  7 2001,WOW
TAPR102,May 17 2014,DGP
TAPR102,May 17 2014,DWL
TAPR102,May 17 2014,KEM
TAPR102,May 17 2014,RDG
TAPR102,May 20 2005,BAH
TAPR102,May 20 2005,HJE
TAPR102,May 20 2005,JTC
TAPR102,May 22 2018,CCY
TAPR102,May 22 2018,HLW
TAPR102,May 24 2010,CSG
TAPR102,May 24 2010,MFS
TAPR102,May 31 2002,JTC
TAPR102,May 31 2002,KEM
TAPR102,May 31 2002,KSW
TAPR102,May 31 2002,WOW
TAPR103,Jun  2 2002,DGP
TAPR103,Jun  2 2002,JTC
TAPR103,May 12 2010,CSG
TAPR103,May 12 2010,MFS
TAPR103,May 13 2014,RDG
TAPR103,May 19 2006,BAH
TAPR103,May 19 2006,HJE
TAPR103,May 23 2001,BDW
TAPR103,May 23 2001,DGP
TAPR103,May 23 2001,JSR
TAPR103,May 23 2001,LPT
TAPR103,May 25 2018,MER
TAPR103,May 25 2018,SAL
TAPR104,Jun  2 2002,JTC
TAPR104,Jun  2 2002,KEM
TAPR104,Jun  2 2002,WOW
TAPR104,May 11 2010,CSG
TAPR104,May 11 2010,MFS
TAPR104,May 12 2004,JTC
TAPR104,May 12 2004,KSH
TAPR104,May 14 2014,KEM
TAPR104,May 14 2014,RDG
TAPR104,May 23 2018,MER
TAPR104,May 23 2018,SAL
TAPR104,May 31 2001,BDW
TAPR104,May 31 2001,DGP
TAPR104,May 31 2001,JSR
TAPR104,May 31 2001,WOW
TAPR105,Jun  9 2001,DGP
TAPR105,Jun  9 2001,JSR
TAPR105,Jun 19 2002,JTC
TAPR105,Jun 19 2002,WOW
TAPR105,May 17 2014,KEM
TAPR105,May 17 2014,RDG
TAPR105,May 22 2018,CCY
TAPR105,May 22 2018,HLW
TAPR105,May 23 2010,CSG
TAPR105,May 23 2010,MFS
TAPR106,Jun  2 2002,DGP
TAPR106,Jun  2 2002,JTC
TAPR106,Jun  2 2002,KEM
TAPR106,Jun  2 2002,WOW
TAPR106,May 12 2010,CSG
TAPR106,May 12 2010,MFS
TAPR106,May 14 2014,KEM
TAPR106,May 14 2014,RDG
TAPR106,May 17 2007,CMD
TAPR106,May 17 2007,HJE
TAPR106,May 23 2001,BDW
TAPR106,May 23 2001,DGP
TAPR106,May 23 2001,JSR
TAPR106,May 23 2001,LPT
TAPR106,May 23 2018,MER
TAPR106,May 23 2018,SAL
TAPR107,May 14 2004,DGP
TAPR107,May 14 2004,JTC
TAPR107,May 14 2004,KSH
TAPR107,May 14 2010,CSG
TAPR107,May 14 2010,MFS
TAPR107,May 14 2014,KEM
TAPR107,May 14 2014,RDG
TAPR107,May 23 2001,BDW
TAPR107,May 23 2001,DGP
TAPR107,May 23 2001,JSR
TAPR107,May 23 2001,LPT
TAPR107,May 25 2018,MER
TAPR107,May 25 2018,SAL
TAPR107,May 29 2002,JTC
TAPR107,May 29 2002,KEM
TAPR107,May 29 2002,KSW
TAPR107,May 29 2002,WOW
TAPR108,Jun  6 2008,JTC
TAPR108,Jun  6 2008,MSW
TAPR108,Jun 12 2002,DGP
TAPR108,Jun 12 2002,JTC
TAPR108,Jun 12 2002,KSW
TAPR108,May 12 2010,CSG
TAPR108,May 12 2010,MFS
TAPR108,May 13 2014,KEM
TAPR108,May 13 2014,RDG
TAPR108,May 23 2001,BDW
TAPR108,May 23 2001,DGP
TAPR108,May 23 2001,JSR
TAPR108,May 23 2001,LPT
TAPR108,May 25 2018,MER
TAPR108,May 25 2018,SAL
TAPR109,Jun  2 2002,DGP
TAPR109,Jun  2 2002,JTC
TAPR109,Jun  2 2002,KEM
TAPR109,Jun  2 2002,WOW
TAPR109,May 11 2010,CSG
TAPR109,May 11 2010,MFS
TAPR109,May 14 2014,KEM
TAPR109,May 14 2014,RDG
TAPR109,May 16 2006,BAH
TAPR109,May 16 2006,HJE
TAPR109,May 16 2006,JTC
TAPR109,May 25 2018,MER
TAPR109,May 25 2018,SAL
TAPR109,May 31 2001,BDW
TAPR109,May 31 2001,DGP
TAPR109,May 31 2001,JSR
TAPR109,May 31 2001,WOW
TAPR11,Jun  4 2002,JTC
TAPR11,Jun  4 2002,KSW
TAPR11,Jun  5 2001,BDW
TAPR11,Jun  5 2001,DGP
TAPR11,Jun  5 2001,JSR
TAPR11,Jun  5 2001,WOW
TAPR11,May 19 2014,DWL
TAPR11,May 19 2014,RDG
TAPR11,May 21 2010,CSG
TAPR11,May 21 2010,MFS
TAPR11,May 25 2004,JTC
TAPR11,May 25 2004,KSH
TAPR11,May 25 2004,PLB
TAPR11,May 25 2018,CCY
TAPR11,May 25 2018,HLW
TAPR110,Jun  1 2002,DGP
TAPR110,Jun  1 2002,JTC
TAPR110,Jun  1 2002,KEM
TAPR110,Jun  1 2002,WOW
TAPR110,Jun  5 2008,JTC
TAPR110,Jun  5 2008,MSW
TAPR110,Jun  7 2001,BDW
TAPR110,Jun  7 2001,DGP
TAPR110,Jun  7 2001,JSR
TAPR110,Jun  7 2001,WOW
TAPR110,May 17 2014,DGP
TAPR110,May 17 2014,DWL
TAPR110,May 17 2014,RDG
TAPR110,May 18 2006,BAH
TAPR110,May 18 2006,HJE
TAPR110,May 18 2006,JTC
TAPR110,May 20 2005,BAH
TAPR110,May 20 2005,HJE
TAPR110,May 20 2005,JTC
TAPR110,May 22 2007,CMD
TAPR110,May 22 2007,HJE
TAPR110,May 22 2018,CCY
TAPR110,May 22 2018,HLW
TAPR110,May 24 2010,CSG
TAPR110,May 24 2010,MFS
TAPR110,May 26 2004,DGP
TAPR110,May 26 2004,JTC
TAPR110,May 26 2004,KSH
TAPR110,May 26 2004,PLB
TAPR111,Jun  9 2001,DGP
TAPR111,Jun  9 2001,JSR
TAPR111,Jun 14 2002,JTC
TAPR111,Jun 14 2002,KSW
TAPR111,May 16 2004,JTC
TAPR111,May 16 2004,KSH
TAPR111,May 17 2014,KEM
TAPR111,May 17 2014,RDG
TAPR111,May 22 2018,CCY
TAPR111,May 22 2018,HLW
TAPR111,May 23 2010,CSG
TAPR111,May 23 2010,MFS
TAPR112,Jun  1 2001,BDW
TAPR112,Jun  1 2001,DGP
TAPR112,Jun  1 2001,JSR
TAPR112,Jun  1 2001,WOW
TAPR112,Jun 14 2002,DGP
TAPR112,Jun 14 2002,JTC
TAPR112,Jun 14 2002,KSW
TAPR112,May 16 2014,KEM
TAPR112,May 16 2014,RDG
TAPR112,May 17 2006,BAH
TAPR112,May 17 2006,HJE
TAPR112,May 17 2006,JTC
TAPR112,May 18 2010,CSG
TAPR112,May 18 2010,MFS
TAPR112,May 22 2018,MER
TAPR112,May 22 2018,SAL
TAPR113,Jun  8 2001,BDW
TAPR113,Jun  8 2001,DGP
TAPR113,Jun  8 2001,JSR
TAPR113,Jun  8 2001,WOW
TAPR113,Jun  8 2008,JTC
TAPR113,Jun  8 2008,MSW
TAPR113,Jun 13 2002,JTC
TAPR113,Jun 13 2002,KSW
TAPR113,May 16 2014,DWL
TAPR113,May 16 2014,RDG
TAPR113,May 17 2006,BAH
TAPR113,May 17 2006,HJE
TAPR113,May 17 2006,JTC
TAPR113,May 18 2010,CSG
TAPR113,May 18 2010,MFS
TAPR113,May 19 2007,CMD
TAPR113,May 19 2007,DGP
TAPR113,May 19 2007,HJE
TAPR113,May 21 2018,MER
TAPR113,May 21 2018,SAL
TAPR113,May 23 2005,BAH
TAPR113,May 23 2005,HJE
TAPR113,May 23 2005,JTC
TAPR113,May 26 2004,JTC
TAPR113,May 26 2004,KSH
TAPR113,May 26 2004,PLB
TAPR114,Jun  3 2008,JTC
TAPR114,Jun  3 2008,MSW
TAPR114,Jun 10 2001,DGP
TAPR114,Jun 10 2001,JSR
TAPR114,May 12 2004,JTC
TAPR114,May 12 2004,KSH
TAPR114,May 13 2014,DGP
TAPR114,May 13 2014,DWL
TAPR114,May 13 2014,KEM
TAPR114,May 13 2014,RDG
TAPR114,May 15 2010,CSG
TAPR114,May 15 2010,MFS
TAPR114,May 16 2006,BAH
TAPR114,May 16 2006,DGP
TAPR114,May 16 2006,HJE
TAPR114,May 16 2006,JTC
TAPR114,May 17 2007,CMD
TAPR114,May 17 2007,HJE
TAPR114,May 21 2002,JTC
TAPR114,May 21 2002,LPT
TAPR114,May 21 2002,NLH
TAPR114,May 21 2005,BAH
TAPR114,May 21 2005,DGP
TAPR114,May 21 2005,HJE
TAPR114,May 21 2005,JTC
TAPR114,May 23 2018,CCY
TAPR114,May 23 2018,HLW
TAPR115,Jun 11 2001,DGP
TAPR115,Jun 11 2001,JSR
TAPR115,May 13 2014,DGP
TAPR115,May 13 2014,DWL
TAPR115,May 13 2014,RDG
TAPR115,May 14 2010,CSG
TAPR115,May 14 2010,MFS
TAPR115,May 23 2002,DGP
TAPR115,May 23 2002,JTC
TAPR115,May 23 2002,KEM
TAPR115,May 23 2002,NLH
TAPR115,May 23 2018,BST
TAPR115,May 23 2018,MFS
TAPR115,May 24 2005,BAH
TAPR115,May 24 2005,HJE
TAPR115,May 24 2005,JTC
TAPR116,Jun  1 2001,BDW
TAPR116,Jun  1 2001,DGP
TAPR116,Jun  1 2001,JSR
TAPR116,Jun  1 2001,WOW
TAPR116,Jun 14 2002,DGP
TAPR116,Jun 14 2002,JTC
TAPR116,Jun 14 2002,KSW
TAPR116,May 16 2014,KEM
TAPR116,May 16 2014,RDG
TAPR116,May 22 2018,MER
TAPR116,May 22 2018,SAL
TAPR116,May 23 2010,CSG
TAPR116,May 23 2010,MFS
TAPR117,Jun  8 2001,BDW
TAPR117,Jun  8 2001,DGP
TAPR117,Jun  8 2001,JSR
TAPR117,Jun  8 2001,WOW
TAPR117,Jun 20 2002,JTC
TAPR117,Jun 20 2002,WOW
TAPR117,May 16 2014,DWL
TAPR117,May 16 2014,RDG
TAPR117,May 17 2006,BAH
TAPR117,May 17 2006,HJE
TAPR117,May 17 2006,JTC
TAPR117,May 18 2010,CSG
TAPR117,May 18 2010,MFS
TAPR117,May 21 2018,MER
TAPR117,May 21 2018,SAL
TAPR118,Jun 10 2001,DGP
TAPR118,Jun 10 2001,JSR
TAPR118,May 12 2004,JTC
TAPR118,May 12 2004,KSH
TAPR118,May 12 2010,CSG
TAPR118,May 12 2010,MFS
TAPR118,May 13 2014,RDG
TAPR118,May 21 2002,DGP
TAPR118,May 21 2002,JTC
TAPR118,May 21 2002,NLH
TAPR118,May 23 2018,CCY
TAPR118,May 23 2018,HLW
TAPR119,Jun  3 2008,JTC
TAPR119,Jun  3 2008,MSW
TAPR119,Jun 11 2001,DGP
TAPR119,Jun 11 2001,JSR
TAPR119,May 13 2014,DGP
TAPR119,May 13 2014,DWL
TAPR119,May 13 2014,KEM
TAPR119,May 13 2014,RDG
TAPR119,May 14 2010,CSG
TAPR119,May 14 2010,MFS
TAPR119,May 23 2002,JTC
TAPR119,May 23 2002,KEM
TAPR119,May 23 2002,NLH
TAPR119,May 23 2018,MER
TAPR119,May 23 2018,SAL
TAPR12,Jun  3 2002,DGP
TAPR12,Jun  3 2002,JTC
TAPR12,Jun  3 2002,KSW
TAPR12,Jun  5 2001,BDW
TAPR12,Jun  5 2001,DGP
TAPR12,Jun  5 2001,JSR
TAPR12,Jun  5 2001,WOW
TAPR12,May 19 2014,DGP
TAPR12,May 19 2014,KEM
TAPR12,May 21 2007,CMD
TAPR12,May 21 2007,HJE
TAPR12,May 21 2010,CSG
TAPR12,May 21 2010,MFS
TAPR12,May 25 2018,CCY
TAPR12,May 25 2018,HLW
TAPR120,Jun  1 2001,BDW
TAPR120,Jun  1 2001,DGP
TAPR120,Jun  1 2001,JSR
TAPR120,Jun  1 2001,WOW
TAPR120,Jun  8 2008,JTC
TAPR120,Jun  8 2008,MSW
TAPR120,Jun 20 2002,JTC
TAPR120,Jun 20 2002,WOW
TAPR120,May 16 2014,DGP
TAPR120,May 16 2014,DWL
TAPR120,May 16 2014,KEM
TAPR120,May 16 2014,RDG
TAPR120,May 18 2010,CSG
TAPR120,May 18 2010,MFS
TAPR120,May 22 2018,MER
TAPR120,May 22 2018,SAL
TAPR121,Jun  8 2001,BDW
TAPR121,Jun  8 2001,DGP
TAPR121,Jun  8 2001,JSR
TAPR121,Jun  8 2001,WOW
TAPR121,Jun 13 2002,JTC
TAPR121,Jun 13 2002,KSW
TAPR121,May 16 2014,DWL
TAPR121,May 16 2014,RDG
TAPR121,May 18 2010,CSG
TAPR121,May 18 2010,MFS
TAPR121,May 19 2007,CMD
TAPR121,May 19 2007,DGP
TAPR121,May 19 2007,HJE
TAPR121,May 21 2018,MER
TAPR121,May 21 2018,SAL
TAPR122,Jun 10 2001,DGP
TAPR122,Jun 10 2001,JSR
TAPR122,May 12 2004,JTC
TAPR122,May 12 2004,KSH
TAPR122,May 12 2010,CSG
TAPR122,May 12 2010,MFS
TAPR122,May 13 2014,KEM
TAPR122,May 13 2014,RDG
TAPR122,May 21 2002,DGP
TAPR122,May 21 2002,JTC
TAPR122,May 21 2002,LPT
TAPR122,May 21 2002,NLH
TAPR122,May 23 2018,CCY
TAPR122,May 23 2018,HLW
TAPR123,Jun 11 2001,DGP
TAPR123,Jun 11 2001,JSR
TAPR123,May 13 2014,DGP
TAPR123,May 13 2014,DWL
TAPR123,May 13 2014,KEM
TAPR123,May 13 2014,RDG
TAPR123,May 15 2010,CSG
TAPR123,May 15 2010,MFS
TAPR123,May 17 2007,CMD
TAPR123,May 17 2007,HJE
TAPR123,May 21 2002,JTC
TAPR123,May 21 2002,LPT
TAPR123,May 21 2002,NLH
TAPR123,May 23 2018,MER
TAPR123,May 23 2018,SAL
TAPR124,Jun  3 2008,JTC
TAPR124,Jun  3 2008,MSW
TAPR124,Jun 11 2001,DGP
TAPR124,Jun 11 2001,JSR
TAPR124,May 13 2014,DGP
TAPR124,May 13 2014,DWL
TAPR124,May 13 2014,RDG
TAPR124,May 14 2004,JTC
TAPR124,May 14 2004,KSH
TAPR124,May 14 2010,CSG
TAPR124,May 14 2010,MFS
TAPR124,May 16 2006,BAH
TAPR124,May 16 2006,DGP
TAPR124,May 16 2006,HJE
TAPR124,May 16 2006,JTC
TAPR124,May 20 2007,CMD
TAPR124,May 20 2007,HJE
TAPR124,May 23 2002,DGP
TAPR124,May 23 2002,JTC
TAPR124,May 23 2002,KEM
TAPR124,May 23 2002,NLH
TAPR124,May 23 2018,BST
TAPR124,May 23 2018,MFS
TAPR124,May 24 2005,BAH
TAPR124,May 24 2005,HJE
TAPR124,May 24 2005,JTC
TAPR125,Jun  9 2001,DGP
TAPR125,Jun  9 2001,JSR
TAPR125,Jun 14 2002,JTC
TAPR125,Jun 14 2002,KSW
TAPR125,May 17 2014,KEM
TAPR125,May 17 2014,RDG
TAPR125,May 22 2018,CCY
TAPR125,May 22 2018,HLW
TAPR125,May 23 2010,CSG
TAPR125,May 23 2010,MFS
TAPR126,Jun  1 2001,BDW
TAPR126,Jun  1 2001,DGP
TAPR126,Jun  1 2001,JSR
TAPR126,Jun  1 2001,WOW
TAPR126,Jun 14 2002,DGP
TAPR126,Jun 14 2002,JTC
TAPR126,Jun 14 2002,KSW
TAPR126,May 16 2014,KEM
TAPR126,May 16 2014,RDG
TAPR126,May 18 2010,CSG
TAPR126,May 18 2010,MFS
TAPR126,May 22 2018,MER
TAPR126,May 22 2018,SAL
TAPR126,May 26 2004,JTC
TAPR126,May 26 2004,KSH
TAPR126,May 26 2004,PLB
TAPR127,Jun  8 2001,BDW
TAPR127,Jun  8 2001,DGP
TAPR127,Jun  8 2001,JSR
TAPR127,Jun  8 2001,WOW
TAPR127,Jun  8 2008,JTC
TAPR127,Jun  8 2008,MSW
TAPR127,Jun 13 2002,DGP
