Plot,SubPlot,EventDate,Height,Vegetation,Count
TAPR14,2,Jun  4 2002,0 - 1 m,Herbaceous,4
TAPR14,2,May 22 2006,0 - 1 m,Herbaceous,4
TAPR14,3,Jun  4 2001,0 - 1 m,Herbaceous,2
TAPR14,3,Jun  4 2002,0 - 1 m,Herbaceous,2
TAPR14,3,May 22 2006,0 - 1 m,Herbaceous,3
TAPR14,4,Jun  4 2001,0 - 1 m,Herbaceous,4
TAPR14,4,Jun  4 2002,0 - 1 m,Herbaceous,4
TAPR14,4,May 22 2006,0 - 1 m,Herbaceous,4
TAPR140,1,Jun  3 2008,0 - 1 m,Deciduous,1
TAPR140,1,Jun  3 2008,0 - 1 m,Herbaceous,4
TAPR140,1,Jun 10 2001,0 - 1 m,Herbaceous,4
TAPR140,1,May 13 2014,0 - 1 m,Herbaceous,4
TAPR140,1,May 15 2010,0 - 1 m,Herbaceous,4
TAPR140,1,May 23 2018,0 - 1 m,Herbaceous,4
TAPR140,1,May 31 2002,0 - 1 m,Deciduous,1
TAPR140,1,May 31 2002,0 - 1 m,Herbaceous,4
TAPR140,2,Jun 10 2001,0 - 1 m,Herbaceous,4
TAPR140,2,May 31 2002,0 - 1 m,Herbaceous,4
TAPR140,3,Jun 10 2001,0 - 1 m,Herbaceous,4
TAPR140,3,May 31 2002,0 - 1 m,Herbaceous,4
TAPR140,4,Jun 10 2001,0 - 1 m,Deciduous,1
TAPR140,4,Jun 10 2001,0 - 1 m,Herbaceous,4
TAPR140,4,May 31 2002,0 - 1 m,Herbaceous,4
TAPR141,1,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR141,1,May 13 2014,0 - 1 m,Herbaceous,4
TAPR141,1,May 14 2010,0 - 1 m,Herbaceous,4
TAPR141,1,May 16 2006,0 - 1 m,Herbaceous,4
TAPR141,1,May 23 2002,0 - 1 m,Herbaceous,3
TAPR141,1,May 23 2018,0 - 1 m,Herbaceous,4
TAPR141,2,Jun 11 2001,0 - 1 m,Deciduous,2
TAPR141,2,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR141,2,May 16 2006,0 - 1 m,Herbaceous,4
TAPR141,2,May 23 2002,0 - 1 m,Herbaceous,4
TAPR141,3,Jun 11 2001,0 - 1 m,Herbaceous,3
TAPR141,3,May 16 2006,0 - 1 m,Herbaceous,4
TAPR141,3,May 23 2002,0 - 1 m,Herbaceous,3
TAPR141,4,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR141,4,May 16 2006,0 - 1 m,Herbaceous,4
TAPR141,4,May 23 2002,0 - 1 m,Herbaceous,4
TAPR142,1,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR142,1,Jun  8 2008,0 - 1 m,Herbaceous,4
TAPR142,1,Jun 19 2002,0 - 1 m,Deciduous,1
TAPR142,1,Jun 19 2002,0 - 1 m,Herbaceous,4
TAPR142,1,May 16 2014,0 - 1 m,Herbaceous,4
TAPR142,1,May 18 2010,0 - 1 m,Herbaceous,4
TAPR142,1,May 22 2018,0 - 1 m,Herbaceous,4
TAPR142,2,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR142,2,Jun 19 2002,0 - 1 m,Herbaceous,4
TAPR142,3,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR142,3,Jun 19 2002,0 - 1 m,Herbaceous,4
TAPR142,4,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR142,4,Jun 19 2002,0 - 1 m,Deciduous,1
TAPR142,4,Jun 19 2002,0 - 1 m,Herbaceous,4
TAPR143,1,Jun  8 2008,0 - 1 m,Deciduous,3
TAPR143,1,Jun  8 2008,0 - 1 m,Herbaceous,4
TAPR143,1,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR143,1,May 16 2014,0 - 1 m,Herbaceous,4
TAPR143,1,May 17 2006,0 - 1 m,Herbaceous,4
TAPR143,1,May 18 2010,0 - 1 m,Deciduous,1
TAPR143,1,May 18 2010,0 - 1 m,Herbaceous,4
TAPR143,1,May 19 2007,0 - 1 m,Deciduous,2
TAPR143,1,May 19 2007,0 - 1 m,Herbaceous,4
TAPR143,1,May 21 2018,0 - 1 m,Herbaceous,4
TAPR143,1,May 23 2005,0 - 1 m,Herbaceous,4
TAPR143,1,May 26 2004,0 - 1 m,Herbaceous,4
TAPR143,1,May 30 2001,0 - 1 m,Herbaceous,4
TAPR143,2,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR143,2,May 17 2006,0 - 1 m,Herbaceous,4
TAPR143,2,May 23 2005,0 - 1 m,Herbaceous,4
TAPR143,2,May 26 2004,0 - 1 m,Herbaceous,4
TAPR143,2,May 30 2001,0 - 1 m,Herbaceous,3
TAPR143,3,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR143,3,May 17 2006,0 - 1 m,Herbaceous,4
TAPR143,3,May 23 2005,0 - 1 m,Deciduous,1
TAPR143,3,May 23 2005,0 - 1 m,Herbaceous,4
TAPR143,3,May 26 2004,0 - 1 m,Herbaceous,4
TAPR143,3,May 30 2001,0 - 1 m,Herbaceous,4
TAPR143,4,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR143,4,May 17 2006,0 - 1 m,Herbaceous,4
TAPR143,4,May 23 2005,0 - 1 m,Herbaceous,4
TAPR143,4,May 26 2004,0 - 1 m,Herbaceous,4
TAPR143,4,May 30 2001,0 - 1 m,Herbaceous,4
TAPR144,1,Jun 10 2001,0 - 1 m,Herbaceous,4
TAPR144,1,May 12 2010,0 - 1 m,Herbaceous,4
TAPR144,1,May 13 2014,0 - 1 m,Herbaceous,4
TAPR144,1,May 17 2007,0 - 1 m,Herbaceous,4
TAPR144,1,May 21 2002,0 - 1 m,Herbaceous,4
TAPR144,1,May 23 2018,0 - 1 m,Herbaceous,4
TAPR144,2,Jun 10 2001,0 - 1 m,Herbaceous,4
TAPR144,2,May 21 2002,0 - 1 m,Herbaceous,3
TAPR144,3,Jun 10 2001,0 - 1 m,Herbaceous,4
TAPR144,3,May 21 2002,0 - 1 m,Herbaceous,4
TAPR144,4,Jun 10 2001,0 - 1 m,Herbaceous,4
TAPR144,4,May 21 2002,0 - 1 m,Herbaceous,3
TAPR145,1,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR145,1,May 13 2014,0 - 1 m,Herbaceous,4
TAPR145,1,May 14 2010,0 - 1 m,Herbaceous,4
TAPR145,1,May 23 2018,0 - 1 m,Deciduous,1
TAPR145,1,May 23 2018,0 - 1 m,Herbaceous,4
TAPR145,1,May 24 2005,0 - 1 m,Herbaceous,4
TAPR145,1,May 31 2002,0 - 1 m,Herbaceous,4
TAPR145,2,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR145,2,May 24 2005,0 - 1 m,Herbaceous,4
TAPR145,2,May 31 2002,0 - 1 m,Herbaceous,2
TAPR145,3,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR145,3,May 24 2005,0 - 1 m,Herbaceous,3
TAPR145,3,May 31 2002,0 - 1 m,Herbaceous,3
TAPR145,4,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR145,4,May 24 2005,0 - 1 m,Herbaceous,4
TAPR145,4,May 31 2002,0 - 1 m,Deciduous,1
TAPR145,4,May 31 2002,0 - 1 m,Herbaceous,4
TAPR146,1,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR146,1,May 13 2014,0 - 1 m,Herbaceous,4
TAPR146,1,May 14 2010,0 - 1 m,Herbaceous,4
TAPR146,1,May 20 2007,0 - 1 m,Herbaceous,4
TAPR146,1,May 23 2002,0 - 1 m,Herbaceous,4
TAPR146,1,May 23 2018,0 - 1 m,Herbaceous,4
TAPR146,2,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR146,2,May 23 2002,0 - 1 m,Herbaceous,4
TAPR146,3,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR146,3,May 23 2002,0 - 1 m,Herbaceous,4
TAPR146,4,Jun  8 2001,0 - 1 m,Herbaceous,3
TAPR146,4,May 23 2002,0 - 1 m,Herbaceous,4
TAPR147,1,Jun  9 2001,0 - 1 m,Herbaceous,4
TAPR147,1,Jun 14 2002,0 - 1 m,Herbaceous,4
TAPR147,1,May 16 2004,0 - 1 m,Herbaceous,4
TAPR147,1,May 16 2014,0 - 1 m,Herbaceous,4
TAPR147,1,May 17 2006,0 - 1 m,Herbaceous,4
TAPR147,1,May 22 2018,0 - 1 m,Herbaceous,4
TAPR147,1,May 23 2005,0 - 1 m,Herbaceous,4
TAPR147,1,May 23 2010,0 - 1 m,Herbaceous,4
TAPR147,2,Jun  9 2001,0 - 1 m,Herbaceous,3
TAPR147,2,Jun 14 2002,0 - 1 m,Herbaceous,4
TAPR147,2,May 16 2004,0 - 1 m,Herbaceous,4
TAPR147,2,May 17 2006,0 - 1 m,Herbaceous,4
TAPR147,2,May 23 2005,0 - 1 m,Herbaceous,4
TAPR147,3,Jun  9 2001,0 - 1 m,Deciduous,1
TAPR147,3,Jun  9 2001,0 - 1 m,Herbaceous,4
TAPR147,3,Jun 14 2002,0 - 1 m,Herbaceous,4
TAPR147,3,May 16 2004,0 - 1 m,Deciduous,2
TAPR147,3,May 16 2004,0 - 1 m,Herbaceous,4
TAPR147,3,May 17 2006,0 - 1 m,Herbaceous,4
TAPR147,3,May 23 2005,0 - 1 m,Herbaceous,4
TAPR147,4,Jun  9 2001,0 - 1 m,Herbaceous,4
TAPR147,4,Jun 14 2002,0 - 1 m,Herbaceous,4
TAPR147,4,May 16 2004,0 - 1 m,Herbaceous,4
TAPR147,4,May 17 2006,0 - 1 m,Herbaceous,4
TAPR147,4,May 23 2005,0 - 1 m,Herbaceous,4
TAPR148,1,Jun  1 2001,0 - 1 m,Herbaceous,4
TAPR148,1,Jun  8 2008,0 - 1 m,Herbaceous,4
TAPR148,1,Jun 20 2002,0 - 1 m,Herbaceous,4
TAPR148,1,May 16 2014,0 - 1 m,Herbaceous,4
TAPR148,1,May 17 2006,0 - 1 m,Herbaceous,4
TAPR148,1,May 18 2010,0 - 1 m,Herbaceous,4
TAPR148,1,May 22 2018,0 - 1 m,Herbaceous,4
TAPR148,1,May 23 2005,0 - 1 m,Herbaceous,4
TAPR148,1,May 26 2004,0 - 1 m,Herbaceous,4
TAPR148,2,Jun  1 2001,0 - 1 m,Herbaceous,4
TAPR148,2,Jun 20 2002,0 - 1 m,Herbaceous,4
TAPR148,2,May 17 2006,0 - 1 m,Herbaceous,4
TAPR148,2,May 23 2005,0 - 1 m,Herbaceous,4
TAPR148,2,May 26 2004,0 - 1 m,Herbaceous,3
TAPR148,3,Jun  1 2001,0 - 1 m,Herbaceous,4
TAPR148,3,Jun 20 2002,0 - 1 m,Deciduous,1
TAPR148,3,Jun 20 2002,0 - 1 m,Herbaceous,4
TAPR148,3,May 17 2006,0 - 1 m,Herbaceous,4
TAPR148,3,May 23 2005,0 - 1 m,Deciduous,1
TAPR148,3,May 23 2005,0 - 1 m,Herbaceous,4
TAPR148,3,May 26 2004,0 - 1 m,Herbaceous,4
TAPR148,4,Jun  1 2001,0 - 1 m,Herbaceous,4
TAPR148,4,Jun 20 2002,0 - 1 m,Herbaceous,4
TAPR148,4,May 17 2006,0 - 1 m,Herbaceous,4
TAPR148,4,May 23 2005,0 - 1 m,Herbaceous,4
TAPR148,4,May 26 2004,0 - 1 m,Herbaceous,4
TAPR149,1,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR149,1,May 16 2014,0 - 1 m,Herbaceous,4
TAPR149,1,May 18 2010,0 - 1 m,Herbaceous,4
TAPR149,1,May 19 2007,0 - 1 m,Deciduous,1
TAPR149,1,May 19 2007,0 - 1 m,Herbaceous,3
TAPR149,1,May 22 2018,0 - 1 m,Herbaceous,4
TAPR149,1,May 30 2001,0 - 1 m,Herbaceous,4
TAPR149,2,Jun 13 2002,0 - 1 m,Deciduous,1
TAPR149,2,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR149,2,May 30 2001,0 - 1 m,Herbaceous,4
TAPR149,3,Jun 13 2002,0 - 1 m,Deciduous,1
TAPR149,3,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR149,3,May 30 2001,0 - 1 m,Herbaceous,4
TAPR149,4,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR149,4,May 30 2001,0 - 1 m,Herbaceous,4
TAPR15,1,Jun  3 2002,0 - 1 m,Herbaceous,4
TAPR15,1,Jun  5 2001,0 - 1 m,Herbaceous,3
TAPR15,1,May 19 2010,0 - 1 m,Herbaceous,4
TAPR15,1,May 19 2014,0 - 1 m,Herbaceous,4
TAPR15,1,May 25 2004,0 - 1 m,Herbaceous,4
TAPR15,1,May 25 2018,0 - 1 m,Herbaceous,4
TAPR15,2,Jun  3 2002,0 - 1 m,Herbaceous,4
TAPR15,2,Jun  5 2001,0 - 1 m,Herbaceous,4
TAPR15,2,May 25 2004,0 - 1 m,Herbaceous,3
TAPR15,3,Jun  3 2002,0 - 1 m,Herbaceous,4
TAPR15,3,Jun  5 2001,0 - 1 m,Herbaceous,4
TAPR15,3,May 25 2004,0 - 1 m,Herbaceous,3
TAPR15,4,Jun  3 2002,0 - 1 m,Herbaceous,4
TAPR15,4,Jun  5 2001,0 - 1 m,Herbaceous,4
TAPR15,4,May 25 2004,0 - 1 m,Herbaceous,4
TAPR150,1,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR150,1,May 13 2014,0 - 1 m,Herbaceous,4
TAPR150,1,May 15 2010,0 - 1 m,Herbaceous,4
TAPR150,1,May 23 2018,0 - 1 m,Herbaceous,4
TAPR150,1,May 24 2005,0 - 1 m,Herbaceous,4
TAPR150,1,May 31 2002,0 - 1 m,Deciduous,1
TAPR150,1,May 31 2002,0 - 1 m,Herbaceous,4
TAPR150,2,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR150,2,May 24 2005,0 - 1 m,Herbaceous,4
TAPR150,2,May 31 2002,0 - 1 m,Herbaceous,4
TAPR150,3,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR150,3,May 24 2005,0 - 1 m,Herbaceous,4
TAPR150,3,May 31 2002,0 - 1 m,Herbaceous,4
TAPR150,4,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR150,4,May 24 2005,0 - 1 m,Deciduous,1
TAPR150,4,May 24 2005,0 - 1 m,Herbaceous,4
TAPR150,4,May 31 2002,0 - 1 m,Herbaceous,4
TAPR151,1,Jun  3 2008,0 - 1 m,Herbaceous,4
TAPR151,1,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR151,1,May 13 2014,0 - 1 m,Herbaceous,4
TAPR151,1,May 14 2010,0 - 1 m,Herbaceous,4
TAPR151,1,May 23 2002,0 - 1 m,Herbaceous,4
TAPR151,1,May 23 2018,0 - 1 m,Herbaceous,4
TAPR151,2,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR151,2,May 23 2002,0 - 1 m,Herbaceous,4
TAPR151,3,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR151,3,May 23 2002,0 - 1 m,Herbaceous,4
TAPR151,4,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR151,4,May 23 2002,0 - 1 m,Herbaceous,4
TAPR152,1,Jun  1 2001,0 - 1 m,Herbaceous,4
TAPR152,1,Jun  8 2008,0 - 1 m,Deciduous,1
TAPR152,1,Jun  8 2008,0 - 1 m,Herbaceous,4
TAPR152,1,Jun 20 2002,0 - 1 m,Deciduous,2
TAPR152,1,Jun 20 2002,0 - 1 m,Herbaceous,4
TAPR152,1,May 16 2014,0 - 1 m,Herbaceous,3
TAPR152,1,May 18 2010,0 - 1 m,Herbaceous,4
TAPR152,1,May 22 2018,0 - 1 m,Herbaceous,4
TAPR152,2,Jun  1 2001,0 - 1 m,Herbaceous,3
TAPR152,2,Jun 20 2002,0 - 1 m,Deciduous,2
TAPR152,2,Jun 20 2002,0 - 1 m,Herbaceous,3
TAPR152,3,Jun  1 2001,0 - 1 m,Herbaceous,4
TAPR152,3,Jun 20 2002,0 - 1 m,Herbaceous,4
TAPR152,4,Jun  1 2001,0 - 1 m,Herbaceous,4
TAPR152,4,Jun 20 2002,0 - 1 m,Herbaceous,4
TAPR153,1,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR153,1,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR153,1,May 16 2014,0 - 1 m,Herbaceous,4
TAPR153,1,May 18 2010,0 - 1 m,Herbaceous,4
TAPR153,1,May 22 2018,0 - 1 m,Herbaceous,4
TAPR153,1,May 23 2005,0 - 1 m,Herbaceous,4
TAPR153,2,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR153,2,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR153,2,May 23 2005,0 - 1 m,Deciduous,1
TAPR153,2,May 23 2005,0 - 1 m,Herbaceous,4
TAPR153,3,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR153,3,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR153,3,May 23 2005,0 - 1 m,Herbaceous,4
TAPR153,4,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR153,4,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR153,4,May 23 2005,0 - 1 m,Herbaceous,4
TAPR154,1,Jun 10 2001,0 - 1 m,Herbaceous,4
TAPR154,1,May 12 2004,0 - 1 m,Herbaceous,4
TAPR154,1,May 13 2014,0 - 1 m,Herbaceous,4
TAPR154,1,May 15 2010,0 - 1 m,Herbaceous,4
TAPR154,1,May 23 2018,0 - 1 m,Herbaceous,4
TAPR154,1,May 31 2002,0 - 1 m,Herbaceous,4
TAPR154,2,Jun 10 2001,0 - 1 m,Herbaceous,3
TAPR154,2,May 12 2004,0 - 1 m,Herbaceous,3
TAPR154,2,May 31 2002,0 - 1 m,Herbaceous,4
TAPR154,3,Jun 10 2001,0 - 1 m,Herbaceous,3
TAPR154,3,May 12 2004,0 - 1 m,Herbaceous,3
TAPR154,3,May 31 2002,0 - 1 m,Herbaceous,3
TAPR154,4,Jun 10 2001,0 - 1 m,Herbaceous,3
TAPR154,4,May 12 2004,0 - 1 m,Herbaceous,1
TAPR154,4,May 31 2002,0 - 1 m,Herbaceous,4
TAPR155,1,Jun  3 2008,0 - 1 m,Deciduous,3
TAPR155,1,Jun  3 2008,0 - 1 m,Herbaceous,4
TAPR155,1,Jun 11 2001,0 - 1 m,Deciduous,1
TAPR155,1,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR155,1,May 13 2014,0 - 1 m,Deciduous,2
TAPR155,1,May 13 2014,0 - 1 m,Herbaceous,4
TAPR155,1,May 14 2004,0 - 1 m,Herbaceous,3
TAPR155,1,May 14 2010,0 - 1 m,Deciduous,1
TAPR155,1,May 14 2010,0 - 1 m,Herbaceous,4
TAPR155,1,May 16 2006,0 - 1 m,Herbaceous,3
TAPR155,1,May 20 2007,0 - 1 m,Herbaceous,3
TAPR155,1,May 23 2002,0 - 1 m,Herbaceous,3
TAPR155,1,May 23 2018,0 - 1 m,Deciduous,2
TAPR155,1,May 23 2018,0 - 1 m,Herbaceous,4
TAPR155,1,May 24 2005,0 - 1 m,Herbaceous,3
TAPR155,2,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR155,2,May 14 2004,0 - 1 m,Herbaceous,4
TAPR155,2,May 16 2006,0 - 1 m,Herbaceous,4
TAPR155,2,May 23 2002,0 - 1 m,Herbaceous,4
TAPR155,2,May 24 2005,0 - 1 m,Herbaceous,4
TAPR155,3,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR155,3,May 14 2004,0 - 1 m,Deciduous,1
TAPR155,3,May 14 2004,0 - 1 m,Herbaceous,3
TAPR155,3,May 16 2006,0 - 1 m,Herbaceous,4
TAPR155,3,May 23 2002,0 - 1 m,Herbaceous,4
TAPR155,3,May 24 2005,0 - 1 m,Deciduous,1
TAPR155,3,May 24 2005,0 - 1 m,Herbaceous,4
TAPR155,4,Jun 11 2001,0 - 1 m,Herbaceous,4
TAPR155,4,May 14 2004,0 - 1 m,Herbaceous,4
TAPR155,4,May 16 2006,0 - 1 m,Deciduous,3
TAPR155,4,May 16 2006,0 - 1 m,Herbaceous,4
TAPR155,4,May 23 2002,0 - 1 m,Deciduous,1
TAPR155,4,May 23 2002,0 - 1 m,Herbaceous,4
TAPR155,4,May 24 2005,0 - 1 m,Herbaceous,4
TAPR156,1,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR156,1,Jun 19 2002,0 - 1 m,Deciduous,1
TAPR156,1,Jun 19 2002,0 - 1 m,Herbaceous,4
TAPR156,1,May 16 2014,0 - 1 m,Herbaceous,4
TAPR156,1,May 18 2010,0 - 1 m,Herbaceous,4
TAPR156,1,May 22 2018,0 - 1 m,Herbaceous,4
TAPR156,2,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR156,2,Jun 19 2002,0 - 1 m,Herbaceous,4
TAPR156,3,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR156,3,Jun 19 2002,0 - 1 m,Herbaceous,4
TAPR156,4,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR156,4,Jun 19 2002,0 - 1 m,Deciduous,1
TAPR156,4,Jun 19 2002,0 - 1 m,Herbaceous,4
TAPR157,1,Jun 13 2002,0 - 1 m,Deciduous,1
TAPR157,1,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR157,1,May 16 2014,0 - 1 m,Herbaceous,4
TAPR157,1,May 18 2010,0 - 1 m,Herbaceous,4
TAPR157,1,May 22 2018,0 - 1 m,Herbaceous,4
TAPR157,1,May 26 2004,0 - 1 m,Herbaceous,4
TAPR157,1,May 30 2001,0 - 1 m,Herbaceous,4
TAPR157,2,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR157,2,May 26 2004,0 - 1 m,Herbaceous,4
TAPR157,2,May 30 2001,0 - 1 m,Herbaceous,4
TAPR157,3,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR157,3,May 26 2004,0 - 1 m,Herbaceous,4
TAPR157,3,May 30 2001,0 - 1 m,Herbaceous,3
TAPR157,4,Jun 13 2002,0 - 1 m,Deciduous,1
TAPR157,4,Jun 13 2002,0 - 1 m,Herbaceous,4
TAPR157,4,May 26 2004,0 - 1 m,Herbaceous,4
TAPR157,4,May 30 2001,0 - 1 m,Herbaceous,4
TAPR158,1,Jun  8 2001,0 - 1 m,Herbaceous,3
TAPR158,1,May 13 2014,0 - 1 m,Herbaceous,4
TAPR158,1,May 14 2010,0 - 1 m,Herbaceous,4
TAPR158,1,May 23 2002,0 - 1 m,Herbaceous,4
TAPR158,1,May 23 2018,0 - 1 m,Herbaceous,4
TAPR158,1,May 24 2005,0 - 1 m,Herbaceous,4
TAPR158,2,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR158,2,May 23 2002,0 - 1 m,Herbaceous,4
TAPR158,2,May 24 2005,0 - 1 m,Deciduous,1
TAPR158,2,May 24 2005,0 - 1 m,Herbaceous,4
TAPR158,3,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR158,3,May 23 2002,0 - 1 m,Herbaceous,4
TAPR158,3,May 24 2005,0 - 1 m,Herbaceous,4
TAPR158,4,Jun  8 2001,0 - 1 m,Herbaceous,4
TAPR158,4,May 23 2002,0 - 1 m,Herbaceous,4
TAPR158,4,May 24 2005,0 - 1 m,Herbaceous,4
TAPR159,1,Jun  4 2008,0 - 1 m,Deciduous,2
TAPR159,1,Jun  4 2008,0 - 1 m,Herbaceous,1
TAPR159,1,Jun  4 2008,1 - 2 m,Deciduous,1
TAPR159,1,Jun  4 2008,4 - 5 m,Deciduous,1
TAPR159,1,Jun  4 2008,5 - 6 m,Deciduous,2
TAPR159,1,Jun  4 2008,6 - 7 m,Deciduous,1
TAPR159,1,Jun  4 2008,7 - 7.5 m,Deciduous,3
TAPR159,1,May 19 2005,0 - 1 m,Deciduous,4
TAPR159,1,May 19 2005,5 - 6 m,Deciduous,1
TAPR159,1,May 19 2005,6 - 7 m,Deciduous,1
TAPR159,1,May 20 2006,0 - 1 m,Herbaceous,2
TAPR159,1,May 20 2006,3 - 4 m,Deciduous,1
TAPR159,1,May 20 2006,6 - 7 m,Deciduous,1
TAPR159,1,May 20 2014,0 - 1 m,Deciduous,2
TAPR159,1,May 20 2014,0 - 1 m,Herbaceous,3
TAPR159,1,May 20 2014,3 - 4 m,Deciduous,3
TAPR159,1,May 20 2014,4 - 5 m,Deciduous,3
TAPR159,1,May 20 2014,5 - 6 m,Deciduous,2
TAPR159,1,May 20 2014,6 - 7 m,Deciduous,2
TAPR159,1,May 20 2014,7 - 7.5 m,Deciduous,3
TAPR159,1,May 21 2007,0 - 1 m,Deciduous,1
TAPR159,1,May 21 2007,0 - 1 m,Herbaceous,2
TAPR159,1,May 21 2007,4 - 5 m,Deciduous,1
TAPR159,1,May 21 2007,5 - 6 m,Deciduous,3
TAPR159,1,May 21 2007,6 - 7 m,Deciduous,2
TAPR159,1,May 21 2007,7 - 7.5 m,Deciduous,1
TAPR159,1,May 22 2010,0 - 1 m,Deciduous,4
TAPR159,1,May 22 2010,5 - 6 m,Deciduous,2
TAPR159,1,May 22 2010,6 - 7 m,Deciduous,1
TAPR159,1,May 22 2010,7 - 7.5 m,Deciduous,1
TAPR159,1,May 25 2001,0 - 1 m,Deciduous,2
TAPR159,1,May 25 2001,2 - 3 m,Deciduous,1
TAPR159,1,May 25 2001,5 - 6 m,Deciduous,2
TAPR159,1,May 25 2001,6 - 7 m,Deciduous,2
TAPR159,1,May 25 2001,7 - 7.5 m,Deciduous,1
TAPR159,1,May 25 2004,0 - 1 m,Deciduous,2
TAPR159,1,May 25 2004,0 - 1 m,Herbaceous,2
TAPR159,1,May 25 2004,1 - 2 m,Deciduous,1
TAPR159,1,May 25 2004,2 - 3 m,Deciduous,1
TAPR159,1,May 25 2004,3 - 4 m,Deciduous,2
TAPR159,1,May 25 2004,4 - 5 m,Deciduous,2
TAPR159,1,May 25 2004,5 - 6 m,Deciduous,1
TAPR159,1,May 25 2004,6 - 7 m,Deciduous,1
TAPR159,1,May 25 2004,7 - 7.5 m,Deciduous,2
TAPR159,1,May 25 2018,0 - 1 m,Deciduous,4
TAPR159,1,May 25 2018,0 - 1 m,Herbaceous,4
TAPR159,1,May 25 2018,2 - 3 m,Deciduous,1
TAPR159,1,May 25 2018,3 - 4 m,Deciduous,2
TAPR159,1,May 30 2002,0 - 1 m,Deciduous,3
TAPR159,1,May 30 2002,0 - 1 m,Herbaceous,2
TAPR159,1,May 30 2002,4 - 5 m,Deciduous,1
TAPR159,1,May 30 2002,5 - 6 m,Deciduous,1
TAPR159,2,May 19 2005,0 - 1 m,Herbaceous,4
TAPR159,2,May 20 2006,0 - 1 m,Deciduous,1
TAPR159,2,May 20 2006,0 - 1 m,Herbaceous,4
TAPR159,2,May 25 2001,0 - 1 m,Herbaceous,4
TAPR159,2,May 25 2004,0 - 1 m,Herbaceous,4
TAPR159,2,May 30 2002,0 - 1 m,Herbaceous,4
TAPR159,3,May 19 2005,0 - 1 m,Deciduous,1
TAPR159,3,May 19 2005,0 - 1 m,Herbaceous,2
TAPR159,3,May 20 2006,0 - 1 m,Herbaceous,2
TAPR159,3,May 20 2006,3 - 4 m,Deciduous,1
TAPR159,3,May 20 2006,4 - 5 m,Deciduous,2
TAPR159,3,May 20 2006,6 - 7 m,Deciduous,1
TAPR159,3,May 20 2006,7 - 7.5 m,Deciduous,1
TAPR159,3,May 25 2001,0 - 1 m,Herbaceous,2
TAPR159,3,May 25 2001,2 - 3 m,Deciduous,1
TAPR159,3,May 25 2001,3 - 4 m,Deciduous,1
TAPR159,3,May 25 2001,4 - 5 m,Deciduous,1
TAPR159,3,May 25 2001,6 - 7 m,Deciduous,1
TAPR159,3,May 25 2001,7 - 7.5 m,Deciduous,1
